"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","13/220","147/14484",3.72612230044793e-07,9.80189348682538e-06,8.69813069516328e-06,"Irgm1/Zbp1/Irf7/Igtp/Parp9/Nlrc5/Ifi203/Ddx60/Ifi35/Gbp5/Cd74/Lgals9/Hmgb2",13
"GO:0002456","GO:0002456","T cell mediated immunity","11/220","105/14484",5.5151165815122e-07,1.43393031119317e-05,1.27245957847619e-05,"B2m/H2-T22/Tap2/Rsad2/H2-T23/Gm7030/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",11
"GO:0001960","GO:0001960","negative regulation of cytokine-mediated signaling pathway","8/220","48/14484",5.5821281405388e-07,1.43467109451089e-05,1.27311694433341e-05,"Isg15/Samhd1/Stat2/Oas1a/Parp14/Nlrc5/Oas3/Oas1g",8
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","8/220","49/14484",6.58486315921056e-07,1.65435438471852e-05,1.46806233650052e-05,"Ndufa3/Ndufc1/Ndufa5/Ndufa2/Ndufb2/Ndufb4/Ndufa1/Ndufa6",8
"GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly","8/220","49/14484",6.58486315921056e-07,1.65435438471852e-05,1.46806233650052e-05,"Ndufa3/Ndufc1/Ndufa5/Ndufa2/Ndufb2/Ndufb4/Ndufa1/Ndufa6",8
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","12/220","134/14484",9.24092469987796e-07,2.29585640321412e-05,2.03732667359883e-05,"B2m/H2-T22/Tap2/Rsad2/H2-T23/Gm7030/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4/C3",12
"GO:0032479","GO:0032479","regulation of type I interferon production","10/220","89/14484",9.51209002298992e-07,2.33725640564895e-05,2.07406474185495e-05,"Stat1/Isg15/Irf7/Gbp4/Oas1a/Oas3/Oas1g/Irf1/Ifih1/Hmgb2",10
"GO:0060761","GO:0060761","negative regulation of response to cytokine stimulus","8/220","52/14484",1.05664269861508e-06,2.5681011675036e-05,2.27891474472474e-05,"Isg15/Samhd1/Stat2/Oas1a/Parp14/Nlrc5/Oas3/Oas1g",8
"GO:0032606","GO:0032606","type I interferon production","10/220","91/14484",1.17086202105745e-06,2.81510481621985e-05,2.49810402908126e-05,"Stat1/Isg15/Irf7/Gbp4/Oas1a/Oas3/Oas1g/Irf1/Ifih1/Hmgb2",10
"GO:0060330","GO:0060330","regulation of response to interferon-gamma","5/220","14/14484",1.38340335502028e-06,3.25609463350036e-05,2.88943526228612e-05,"Irgm1/Igtp/Parp14/Parp9/Nlrc5",5
"GO:0060334","GO:0060334","regulation of interferon-gamma-mediated signaling pathway","5/220","14/14484",1.38340335502028e-06,3.25609463350036e-05,2.88943526228612e-05,"Irgm1/Igtp/Parp14/Parp9/Nlrc5",5
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","8/220","54/14484",1.42332177383448e-06,3.28097678999371e-05,2.91151551131633e-05,"Cox7c/Uqcrb/Uqcr10/Ndufv3/Uqcrq/Cox5b/Ndufa7/Uqcrh",8
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","8/220","54/14484",1.42332177383448e-06,3.28097678999371e-05,2.91151551131633e-05,"Cox7c/Uqcrb/Uqcr10/Ndufv3/Uqcrq/Cox5b/Ndufa7/Uqcrh",8
"GO:0031349","GO:0031349","positive regulation of defense response","15/220","223/14484",1.60161504919719e-06,3.62818940878217e-05,3.2196295243171e-05,"Irgm1/Zbp1/Irf7/Igtp/Parp9/Nlrc5/Ifi203/Ifi35/Gbp5/Cd74/Lgals9/Nupr1/Ptgs2/Hmgb2/C3",15
"GO:0002250","GO:0002250","adaptive immune response","19/220","349/14484",1.60639870961286e-06,3.62818940878217e-05,3.2196295243171e-05,"Tap1/Irf7/B2m/H2-T22/Tap2/Rsad2/Irf1/Serping1/H2-T23/Gm7030/H2-Q6/H2-K1/Cd74/H2-Q7/H2-Aa/H2-D1/H2-Ab1/H2-Q4/C3",19
"GO:0022904","GO:0022904","respiratory electron transport chain","9/220","74/14484",1.71589158374658e-06,3.83673358125735e-05,3.40469014248664e-05,"Cox7c/Uqcrb/Ndufa5/Uqcr10/Ndufv3/Uqcrq/Cox5b/Ndufa7/Uqcrh",9
"GO:0050792","GO:0050792","regulation of viral process","12/220","143/14484",1.84808046590006e-06,4.09139398193319e-05,3.63067397417572e-05,"Stat1/Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2/Cd74",12
"GO:0035457","GO:0035457","cellular response to interferon-alpha","5/220","15/14484",2.04949718845264e-06,4.49281932684323e-05,3.98689597547288e-05,"Ifit1/Oas1a/Ifit3/Oas1g/Ifit2",5
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","12/220","147/14484",2.47252015648067e-06,5.30021713698481e-05,4.70337506035983e-05,"Irgm1/Irf7/Igtp/Oas1a/Rsad2/Oas3/Oas1g/Irf1/Ifih1/Ddx60/Ifi35/Lgals9",12
"GO:0032608","GO:0032608","interferon-beta production","8/220","58/14484",2.48892128525673e-06,5.30021713698481e-05,4.70337506035983e-05,"Isg15/Irf7/Oas1a/Oas3/Oas1g/Irf1/Ifih1/Hmgb2",8
"GO:0032648","GO:0032648","regulation of interferon-beta production","8/220","58/14484",2.48892128525673e-06,5.30021713698481e-05,4.70337506035983e-05,"Isg15/Irf7/Oas1a/Oas3/Oas1g/Irf1/Ifih1/Hmgb2",8
"GO:1903900","GO:1903900","regulation of viral life cycle","11/220","123/14484",2.6865567101019e-06,5.6671139658376e-05,5.02895670163067e-05,"Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2/Cd74",11
"GO:0044406","GO:0044406","adhesion of symbiont to host","5/220","16/14484",2.94431006442052e-06,6.15278252714418e-05,5.45993553510347e-05,"Gbp2/Gbp3/Gbp7/Gbp6/Gbp9",5
"GO:0019646","GO:0019646","aerobic electron transport chain","7/220","43/14484",3.43270986985368e-06,7.10698080462299e-05,6.30668431254794e-05,"Cox7c/Uqcrb/Uqcr10/Uqcrq/Cox5b/Ndufa7/Uqcrh",7
"GO:0022900","GO:0022900","electron transport chain","9/220","81/14484",3.69458537078557e-06,7.57898430190508e-05,6.72553686521565e-05,"Cox7c/Uqcrb/Ndufa5/Uqcr10/Ndufv3/Uqcrq/Cox5b/Ndufa7/Uqcrh",9
"GO:0019079","GO:0019079","viral genome replication","10/220","107/14484",5.18202499621049e-06,0.000105336435377515,9.34748049555672e-05,"Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2",10
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","4/220","10/14484",1.01246477775728e-05,0.000202131360987972,0.000179369934781248,"B2m/Tapbpl/H2-Aa/H2-Ab1",4
"GO:0060700","GO:0060700","regulation of ribonuclease activity","4/220","10/14484",1.01246477775728e-05,0.000202131360987972,0.000179369934781248,"Oasl2/Oas1a/Oas3/Oas1g",4
"GO:0032069","GO:0032069","regulation of nuclease activity","5/220","21/14484",1.28918105305572e-05,0.000255098126958637,0.00022637226688496,"Oasl2/Oas1a/Oas3/Oas1g/Hmgb2",5
"GO:0002237","GO:0002237","response to molecule of bacterial origin","14/220","238/14484",1.66905708956129e-05,0.000327369443180617,0.000290505319835921,"Gbp2/Stat1/Irgm1/Cxcl9/Igtp/Gbp6/Gbp10/B2m/Tap2/Cxcl10/Eif2ak2/Lgals9/Ptgs2/Hmgb2",14
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","17/220","349/14484",2.46048762406489e-05,0.000478404376296443,0.000424532647264285,"Irgm1/Zbp1/Irf7/Igtp/Parp9/Nlrc5/Ifi203/Ddx60/Ifi35/Cxcl10/Gbp5/Cd74/Lgals9/Nupr1/Ptgs2/Hmgb2/C3",17
"GO:0001819","GO:0001819","positive regulation of cytokine production","18/220","395/14484",3.4243627395055e-05,0.000660075438408129,0.00058574625807331,"Tek/Stat1/Isg15/Irf7/B2m/Oas1a/Rsad2/Oas3/Oas1g/Irf1/Ifih1/Gbp5/Eif2ak2/Cd74/Lgals9/Ptgs2/Hmgb2/C3",18
"GO:0032496","GO:0032496","response to lipopolysaccharide","13/220","223/14484",3.68534206454302e-05,0.000704309816779334,0.000624999531413729,"Gbp2/Stat1/Irgm1/Cxcl9/Igtp/Gbp6/Gbp10/B2m/Cxcl10/Eif2ak2/Lgals9/Ptgs2/Hmgb2",13
"GO:0045953","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","4/220","14/14484",4.60055226594933e-05,0.00087176566666633,0.000773598663810391,"Tap1/Tap2/Clec2d/Lgals9",4
"GO:0002716","GO:0002716","negative regulation of natural killer cell mediated immunity","4/220","15/14484",6.198953192169e-05,0.00116477809560419,0.00103361581311265,"Tap1/Tap2/Clec2d/Lgals9",4
"GO:0002698","GO:0002698","negative regulation of immune effector process","8/220","93/14484",8.38991244799191e-05,0.00156332035280916,0.00138727938284779,"Tap1/Bst2/Tap2/Irf1/Serping1/Clec2d/Lgals9/Lgals3",8
"GO:0007005","GO:0007005","mitochondrion organization","19/220","463/14484",8.49109640649648e-05,0.00156909847644018,0.00139240684873822,"Tomm7/Ndufa3/Cox7a2/Ndufc1/Cox17/Slirp/Romo1/Ndufa5/Ndufa2/Stat2/Uqcc2/Atpif1/Pet100/Ndufb2/Ndufb4/Ndufa1/Cox20/Ndufa6/Jun",19
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","6/220","49/14484",9.29826910684136e-05,0.00169031948966645,0.00149997751530988,"Irgm1/Iigp1/Igtp/Romo1/B2m/Hmgb2",6
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","6/220","49/14484",9.29826910684136e-05,0.00169031948966645,0.00149997751530988,"Cxcl9/Romo1/Fau/B2m/Cxcl10/Lgals3",6
"GO:0002577","GO:0002577","regulation of antigen processing and presentation","4/220","17/14484",0.000105533305870847,0.00185805096005679,0.00164882123138455,"Tap2/Tapbpl/Cd74/H2-Ab1",4
"GO:0015985","GO:0015985","energy coupled proton transport, down electrochemical gradient","4/220","17/14484",0.000105533305870847,0.00185805096005679,0.00164882123138455,"Atp5e/Atp5j2/Atp5k/Atp5l",4
"GO:0015986","GO:0015986","ATP synthesis coupled proton transport","4/220","17/14484",0.000105533305870847,0.00185805096005679,0.00164882123138455,"Atp5e/Atp5j2/Atp5k/Atp5l",4
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","4/220","17/14484",0.000105533305870847,0.00185805096005679,0.00164882123138455,"B2m/Cd74/H2-Aa/H2-Ab1",4
"GO:0016032","GO:0016032","viral process","14/220","290/14484",0.00014241574402898,0.00248782502850625,0.00220767826887029,"Stat1/Zbp1/Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2/Cd74/Jun",14
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","14/220","293/14484",0.000158565296463826,0.00274846513870631,0.00243896845234036,"Isg15/Tap1/Samhd1/Stat2/Oas1a/Parp14/Tap2/Nlrc5/Oas3/Oas1g/Serping1/Trafd1/Clec2d/Lgals9",14
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","4/220","19/14484",0.000167815841297991,0.00288643247032544,0.00256139968296933,"B2m/Cd74/H2-Aa/H2-Ab1",4
"GO:0032722","GO:0032722","positive regulation of chemokine production","6/220","56/14484",0.000197641059447815,0.00337347640401004,0.00299359901212641,"Oas1a/Oas3/Oas1g/Eif2ak2/Cd74/Lgals9",6
"GO:0001911","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","4/220","20/14484",0.000207283594944252,0.00345885162906976,0.00306936038075346,"Tap1/Tap2/Clec2d/Lgals9",4
"GO:0072567","GO:0072567","chemokine (C-X-C motif) ligand 2 production","4/220","20/14484",0.000207283594944252,0.00345885162906976,0.00306936038075346,"Oas1a/Oas3/Oas1g/Cd74",4
"GO:2000341","GO:2000341","regulation of chemokine (C-X-C motif) ligand 2 production","4/220","20/14484",0.000207283594944252,0.00345885162906976,0.00306936038075346,"Oas1a/Oas3/Oas1g/Cd74",4
"GO:0006959","GO:0006959","humoral immune response","9/220","135/14484",0.000218288649499409,0.00361550681689392,0.00320837508231101,"Cxcl9/Romo1/Fau/B2m/Serping1/Cxcl10/Cfb/C3/Lgals3",9
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","4/220","21/14484",0.00025302283833571,0.00415999313616653,0.00369154837664717,"B2m/Cd74/H2-Aa/H2-Ab1",4
"GO:0019058","GO:0019058","viral life cycle","11/220","208/14484",0.000341789407381915,0.00557840229858366,0.00495023459788636,"Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2/Cd74",11
"GO:0031342","GO:0031342","negative regulation of cell killing","4/220","23/14484",0.000365544589535879,0.00592288190001612,0.0052559233506875,"Tap1/Tap2/Clec2d/Lgals9",4
"GO:0061635","GO:0061635","regulation of protein complex stability","3/220","10/14484",0.000383390961319261,0.00616735388136595,0.00547286605139574,"Irgm1/Igtp/Tapbp",3
"GO:0032647","GO:0032647","regulation of interferon-alpha production","4/220","24/14484",0.000433464395190268,0.00692304562603886,0.00614346154085456,"Stat1/Irf7/Gbp4/Ifih1",4
"GO:0098586","GO:0098586","cellular response to virus","6/220","65/14484",0.000448918352950272,0.00711901728508374,0.00631736539986012,"Irgm1/Igtp/Oas3/Ifih1/Ddx60/Lgals9",6
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","8/220","120/14484",0.000488062848445298,0.00768527133185694,0.00681985522104808,"Cox7a2/Cox17/Uqcc2/Oas1a/Oas1g/Ndufa4/Slc2a6/Nupr1",8
"GO:0032607","GO:0032607","interferon-alpha production","4/220","25/14484",0.00050992752198269,0.00797341216191115,0.00707554934808517,"Stat1/Irf7/Gbp4/Ifih1",4
"GO:0140289","GO:0140289","protein mono-ADP-ribosylation","3/220","11/14484",0.000521267269669504,0.00809412232625703,0.00718266669098696,"Parp12/Parp14/Parp9",3
"GO:0019730","GO:0019730","antimicrobial humoral response","6/220","69/14484",0.000619569889022973,0.00955419497831288,0.00847832479715648,"Cxcl9/Romo1/Fau/B2m/Cxcl10/Lgals3",6
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","9/220","156/14484",0.000633135042118542,0.00969650653545931,0.00860461106267809,"Gbp2/Stat1/Irgm1/Cxcl9/Igtp/Gbp6/Gbp10/B2m/Cxcl10",9
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","10/220","194/14484",0.000772069731187693,0.0117438633941203,0.0104214210045743,"Gbp2/Gbp3/Irgm1/Gbp7/Gbp6/Romo1/Gbp9/Ifitm3/Cd74/Jun",10
"GO:1902600","GO:1902600","proton transmembrane transport","6/220","72/14484",0.000777636176343661,0.0117486114209758,0.010425634369899,"Atp5e/Atp5j2/Cox17/Atp5k/Atp5l/Ndufa4",6
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","5/220","49/14484",0.000855257054856404,0.01283459580308,0.0113893292010196,"Irgm1/Igtp/Oas3/Ifih1/Ddx60",5
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","9/220","163/14484",0.0008669008765173,0.0129226023992845,0.0114674256297201,"Gbp2/Stat1/Irgm1/Cxcl9/Igtp/Gbp6/Gbp10/B2m/Cxcl10",9
"GO:0042776","GO:0042776","mitochondrial ATP synthesis coupled proton transport","3/220","13/14484",0.000883456067183466,0.0129961037251463,0.0115326501844933,"Atp5e/Atp5j2/Atp5k",3
"GO:0060340","GO:0060340","positive regulation of type I interferon-mediated signaling pathway","3/220","13/14484",0.000883456067183466,0.0129961037251463,0.0115326501844933,"Zbp1/Irf7/Nlrc5",3
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","7/220","102/14484",0.000923458019083162,0.0134957655599343,0.0119760465495133,"Irf7/Oas1a/Rsad2/Oas1g/Irf1/Ifi35/Lgals9",7
"GO:0043457","GO:0043457","regulation of cellular respiration","5/220","50/14484",0.000938692697030635,0.0136293303283149,0.0120945709767789,"Cox7a2/Uqcc2/Oas1a/Oas1g/Nupr1",5
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","13/220","315/14484",0.00107515051163477,0.0155099131871958,0.0137633868552227,"Irgm1/Irf7/Igtp/Oas1a/Rsad2/Oas3/Oas1g/Irf1/Ifih1/Ddx60/Ifi35/Lgals9/Lgals3",13
"GO:0071639","GO:0071639","positive regulation of monocyte chemotactic protein-1 production","3/220","14/14484",0.00111185167023546,0.0159365406067083,0.0141419729986089,"Oas1a/Oas3/Oas1g",3
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","4/220","31/14484",0.00118114745923275,0.0166744725303664,0.0147968085489788,"Snrpg/Snrpf/Snrpe/Snrpd2",4
"GO:0017004","GO:0017004","cytochrome complex assembly","4/220","31/14484",0.00118114745923275,0.0166744725303664,0.0147968085489788,"Cox17/Uqcc2/Pet100/Cox20",4
"GO:0032642","GO:0032642","regulation of chemokine production","6/220","78/14484",0.00118570712537042,0.0166744725303664,0.0147968085489788,"Oas1a/Oas3/Oas1g/Eif2ak2/Cd74/Lgals9",6
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","5/220","55/14484",0.00144957592288423,0.0202578235223071,0.017976648780505,"Tap1/Bst2/Tap2/Clec2d/Lgals9",5
"GO:0032602","GO:0032602","chemokine production","6/220","82/14484",0.00153744073177153,0.0213522824611251,0.0189478638730914,"Oas1a/Oas3/Oas1g/Eif2ak2/Cd74/Lgals9",6
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","7/220","112/14484",0.0015950380531317,0.0220154634987808,0.0195363660178899,"Irf7/B2m/Serping1/Cd74/H2-Aa/H2-Ab1/C3",7
"GO:0019724","GO:0019724","B cell mediated immunity","7/220","113/14484",0.00167888385069406,0.0230305784671896,0.0204371718344094,"Irf7/B2m/Serping1/Cd74/H2-Aa/H2-Ab1/C3",7
"GO:0071216","GO:0071216","cellular response to biotic stimulus","9/220","183/14484",0.0019425100968949,0.0264844669308354,0.0235021279373998,"Gbp2/Stat1/Irgm1/Cxcl9/Igtp/Gbp6/Gbp10/B2m/Cxcl10",9
"GO:0051259","GO:0051259","protein complex oligomerization","9/220","185/14484",0.00209188301867567,0.0283481844227806,0.0251559776089547,"Isg15/Samhd1/Rnf213/B2m/Oas1a/Col1a2/Oas1g/Gbp5/Cd74",9
"GO:0042269","GO:0042269","regulation of natural killer cell mediated cytotoxicity","4/220","38/14484",0.00255057555403915,0.0343559454146478,0.030487222063182,"Tap1/Tap2/Clec2d/Lgals9",4
"GO:0032727","GO:0032727","positive regulation of interferon-alpha production","3/220","19/14484",0.00279869628596701,0.0368110876201307,0.0326658978269214,"Stat1/Irf7/Ifih1",3
"GO:0033617","GO:0033617","mitochondrial cytochrome c oxidase assembly","3/220","19/14484",0.00279869628596701,0.0368110876201307,0.0326658978269214,"Cox17/Pet100/Cox20",3
"GO:0071276","GO:0071276","cellular response to cadmium ion","3/220","19/14484",0.00279869628596701,0.0368110876201307,0.0326658978269214,"Mt2/Mt1/Jun",3
"GO:1901857","GO:1901857","positive regulation of cellular respiration","3/220","19/14484",0.00279869628596701,0.0368110876201307,0.0326658978269214,"Oas1a/Oas1g/Nupr1",3
"GO:0031640","GO:0031640","killing of cells of other organism","4/220","40/14484",0.0030841441886507,0.0403283415545203,0.0357870839988093,"Cxcl9/Romo1/Cxcl10/Lgals3",4
"GO:0071605","GO:0071605","monocyte chemotactic protein-1 production","3/220","20/14484",0.0032560044079122,0.042083386451397,0.0373444983809827,"Oas1a/Oas3/Oas1g",3
"GO:0071637","GO:0071637","regulation of monocyte chemotactic protein-1 production","3/220","20/14484",0.0032560044079122,0.042083386451397,0.0373444983809827,"Oas1a/Oas3/Oas1g",3
"GO:0002715","GO:0002715","regulation of natural killer cell mediated immunity","4/220","41/14484",0.00337747335933871,0.0434024737441457,0.0385150470801783,"Tap1/Tap2/Clec2d/Lgals9",4
"GO:0002082","GO:0002082","regulation of oxidative phosphorylation","3/220","21/14484",0.00375650133617494,0.047455011229871,0.0421112400754669,"Cox7a2/Uqcc2/Nupr1",3
"GO:0032682","GO:0032682","negative regulation of chemokine production","3/220","21/14484",0.00375650133617494,0.047455011229871,0.0421112400754669,"Oas1a/Oas3/Oas1g",3
"GO:0034138","GO:0034138","toll-like receptor 3 signaling pathway","3/220","21/14484",0.00375650133617494,0.047455011229871,0.0421112400754669,"Oas1a/Oas1g/Lgals9",3
"GO:0008535","GO:0008535","respiratory chain complex IV assembly","3/220","22/14484",0.00430138233575155,0.0540330949592161,0.0479485848781294,"Cox17/Pet100/Cox20",3
"GO:0002707","GO:0002707","negative regulation of lymphocyte mediated immunity","4/220","44/14484",0.00437013929083213,0.0545901198564282,0.0484428848175159,"Tap1/Tap2/Clec2d/Lgals9",4
