"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032607","GO:0032607","interferon-alpha production","4/82","28/15620",1.31221496864672e-05,0.000141867769251806,0.000117148089057934,"Stat1/Irf7/Gbp4/Ifih1",4
"GO:0032722","GO:0032722","positive regulation of chemokine production","5/82","64/15620",2.10807095087066e-05,0.000225780309317549,0.000186439329545767,"Oas1a/Oas3/Oas1g/Eif2ak2/Lgals9",5
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","6/82","108/15620",2.17216399472765e-05,0.000230490734996101,0.000190328989401575,"Irf7/Oas1a/Rsad2/Oas1g/Ifi35/Lgals9",6
"GO:0140289","GO:0140289","protein mono-ADP-ribosylation","3/82","11/15620",2.232111930519e-05,0.00023467892407108,0.000193787409515846,"Parp12/Parp14/Parp9",3
"GO:0002683","GO:0002683","negative regulation of immune system process","10/82","395/15620",4.0319509909686e-05,0.00041938542269098,0.000346309814456867,"Isg15/Tap1/Stat2/Bst2/Oas1a/Parp14/Oas3/Oas1g/Trafd1/Lgals9",10
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","9/82","316/15620",4.06211011506971e-05,0.00041938542269098,0.000346309814456867,"Isg15/Tap1/Stat2/Oas1a/Parp14/Oas3/Oas1g/Trafd1/Lgals9",9
"GO:0071639","GO:0071639","positive regulation of monocyte chemotactic protein-1 production","3/82","16/15620",7.43331970254543e-05,0.000760587890992595,0.000628059625243265,"Oas1a/Oas3/Oas1g",3
"GO:0032642","GO:0032642","regulation of chemokine production","5/82","87/15620",9.29713794827117e-05,0.000942877883957412,0.000778586587377343,"Oas1a/Oas3/Oas1g/Eif2ak2/Lgals9",5
"GO:0032602","GO:0032602","chemokine production","5/82","91/15620",0.000115111501626032,0.0011571735163459,0.000955542381918771,"Oas1a/Oas3/Oas1g/Eif2ak2/Lgals9",5
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","5/82","95/15620",0.000141090007901634,0.00140599260048063,0.00116100610621115,"Oas1a/Oas3/Oas1g/Ifih1/Lgals9",5
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","5/82","96/15620",0.000148234355187816,0.00146445319866583,0.00120928026600586,"Oas1a/Oas3/Oas1g/Ifih1/Lgals9",5
"GO:0032727","GO:0032727","positive regulation of interferon-alpha production","3/82","21/15620",0.000173227845999614,0.00169674454286801,0.00140109611834146,"Stat1/Irf7/Ifih1",3
"GO:0034138","GO:0034138","toll-like receptor 3 signaling pathway","3/82","22/15620",0.000199821432559444,0.00187701116158297,0.00154995226808404,"Oas1a/Oas1g/Lgals9",3
"GO:0071605","GO:0071605","monocyte chemotactic protein-1 production","3/82","22/15620",0.000199821432559444,0.00187701116158297,0.00154995226808404,"Oas1a/Oas3/Oas1g",3
"GO:0071637","GO:0071637","regulation of monocyte chemotactic protein-1 production","3/82","22/15620",0.000199821432559444,0.00187701116158297,0.00154995226808404,"Oas1a/Oas3/Oas1g",3
"GO:0072567","GO:0072567","chemokine (C-X-C motif) ligand 2 production","3/82","22/15620",0.000199821432559444,0.00187701116158297,0.00154995226808404,"Oas1a/Oas3/Oas1g",3
"GO:2000341","GO:2000341","regulation of chemokine (C-X-C motif) ligand 2 production","3/82","22/15620",0.000199821432559444,0.00187701116158297,0.00154995226808404,"Oas1a/Oas3/Oas1g",3
"GO:0032682","GO:0032682","negative regulation of chemokine production","3/82","24/15620",0.000260641431802487,0.00242841529142805,0.00200527725451806,"Oas1a/Oas3/Oas1g",3
"GO:0071396","GO:0071396","cellular response to lipid","9/82","406/15620",0.000271703885417895,0.00251106977974926,0.00207352965187341,"Gbp2/Stat1/Irgm1/Cxcl9/Igtp/Gbp6/Gbp10/Cxcl10/Id3",9
"GO:0050688","GO:0050688","regulation of defense response to virus","4/82","67/15620",0.000420543252828469,0.0038555405419314,0.00318373376246563,"Stat1/Gbp4/Dtx3l/Parp9",4
"GO:0002230","GO:0002230","positive regulation of defense response to virus by host","3/82","29/15620",0.00046172832307466,0.00416646187593355,0.00344047876041541,"Stat1/Dtx3l/Parp9",3
"GO:0060142","GO:0060142","regulation of syncytium formation by plasma membrane fusion","3/82","29/15620",0.00046172832307466,0.00416646187593355,0.00344047876041541,"Stat1/Cxcl9/Cxcl10",3
"GO:0039528","GO:0039528","cytoplasmic pattern recognition receptor signaling pathway in response to virus","3/82","30/15620",0.000511095491581022,0.00457590182306134,0.00377857604384325,"Oas3/Ifih1/Ddx60",3
"GO:0006471","GO:0006471","protein ADP-ribosylation","3/82","31/15620",0.000563720857019182,0.00500793877630994,0.00413533292909216,"Parp12/Parp14/Parp9",3
"GO:0050691","GO:0050691","regulation of defense response to virus by host","3/82","39/15620",0.00111202042715669,0.00972805656123333,0.0080329960949286,"Stat1/Dtx3l/Parp9",3
"GO:0062208","GO:0062208","positive regulation of pattern recognition receptor signaling pathway","3/82","39/15620",0.00111202042715669,0.00972805656123333,0.0080329960949286,"Rsad2/Ddx60/Ifi35",3
"GO:0099004","GO:0099004","calmodulin dependent kinase signaling pathway","2/82","10/15620",0.00119208784111449,0.0103494898933122,0.00854614807944123,"Irgm1/Igtp",2
"GO:0034142","GO:0034142","toll-like receptor 4 signaling pathway","3/82","41/15620",0.00128734430486533,0.0110924554389148,0.00915965595626378,"Oas1a/Oas1g/Ifi35",3
"GO:0062207","GO:0062207","regulation of pattern recognition receptor signaling pathway","4/82","91/15620",0.00133320982739637,0.01140192882236,0.00941520530109454,"Irf7/Rsad2/Ddx60/Ifi35",4
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","5/82","156/15620",0.00136989688105141,0.0116289024124809,0.00960262998881265,"Oas1a/Oas3/Oas1g/Ifih1/Lgals9",5
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","5/82","158/15620",0.00144934759081153,0.0119714622858848,0.00988550068431193,"Oas1a/Oas3/Oas1g/Ifih1/Lgals9",5
"GO:0035563","GO:0035563","positive regulation of chromatin binding","2/82","11/15620",0.00145203600151656,0.0119714622858848,0.00988550068431193,"Dtx3l/Parp9",2
"GO:0042590","GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","2/82","11/15620",0.00145203600151656,0.0119714622858848,0.00988550068431193,"Tap1/H2-K1",2
"GO:0061635","GO:0061635","regulation of protein complex stability","2/82","11/15620",0.00145203600151656,0.0119714622858848,0.00988550068431193,"Irgm1/Igtp",2
"GO:0032640","GO:0032640","tumor necrosis factor production","5/82","160/15620",0.00153214826937255,0.0125417279764353,0.0103564007080145,"Oas1a/Oas3/Oas1g/Ifih1/Lgals9",5
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","5/82","162/15620",0.00161838404963796,0.0131536746162064,0.0108617190042891,"Oas1a/Oas3/Oas1g/Ifih1/Lgals9",5
"GO:0043589","GO:0043589","skin morphogenesis","2/82","12/15620",0.00173651344921802,0.0139163944951318,0.0114915391302687,"Col1a1/Col1a2",2
"GO:1901096","GO:1901096","regulation of autophagosome maturation","2/82","12/15620",0.00173651344921802,0.0139163944951318,0.0114915391302687,"Irgm1/Igtp",2
"GO:0001818","GO:0001818","negative regulation of cytokine production","6/82","249/15620",0.00196923408498867,0.0156718212597015,0.0129410924152399,"Gbp4/Bst2/Oas1a/Oas3/Oas1g/Lgals9",6
"GO:0060340","GO:0060340","positive regulation of type I interferon-mediated signaling pathway","2/82","13/15620",0.00204526181657566,0.0161646209779014,0.0133480244871254,"Zbp1/Irf7",2
"GO:0018410","GO:0018410","C-terminal protein amino acid modification","2/82","14/15620",0.00237802471516555,0.0186658652299981,0.0154134406556152,"Irgm1/Igtp",2
"GO:0045661","GO:0045661","regulation of myoblast differentiation","3/82","51/15620",0.00242192586337454,0.0188811363226342,0.0155912019418096,"Cxcl9/Cxcl10/Id3",3
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","3/82","52/15620",0.00256055374390537,0.0198269904764565,0.0163722462003622,"Irgm1/Iigp1/Igtp",3
"GO:0000768","GO:0000768","syncytium formation by plasma membrane fusion","3/82","53/15620",0.0027039951320865,0.0206585228091409,0.0170588885876896,"Stat1/Cxcl9/Cxcl10",3
"GO:0140253","GO:0140253","cell-cell fusion","3/82","53/15620",0.0027039951320865,0.0206585228091409,0.0170588885876896,"Stat1/Cxcl9/Cxcl10",3
"GO:0006949","GO:0006949","syncytium formation","3/82","55/15620",0.00300553782142267,0.0228102406844396,0.0188356814322689,"Stat1/Cxcl9/Cxcl10",3
"GO:0045953","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","2/82","16/15620",0.00311457836903632,0.023328802685723,0.0192638868507991,"Tap1/Lgals9",2
"GO:0070431","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","2/82","16/15620",0.00311457836903632,0.023328802685723,0.0192638868507991,"Irgm1/Igtp",2
"GO:0002716","GO:0002716","negative regulation of natural killer cell mediated immunity","2/82","17/15620",0.00351786612474252,0.0258112225490789,0.0213137586769743,"Tap1/Lgals9",2
"GO:0070423","GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","2/82","17/15620",0.00351786612474252,0.0258112225490789,0.0213137586769743,"Irgm1/Igtp",2
"GO:2001034","GO:2001034","positive regulation of double-strand break repair via nonhomologous end joining","2/82","17/15620",0.00351786612474252,0.0258112225490789,0.0213137586769743,"Dtx3l/Parp9",2
"GO:0051259","GO:0051259","protein complex oligomerization","5/82","194/15620",0.0035360924434602,0.0258112225490789,0.0213137586769743,"Isg15/Oas1a/Col1a2/Oas1g/Gbp5",5
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","5/82","195/15620",0.00361444719267721,0.0262161802709372,0.0216481547382865,"Irgm1/Igtp/Oas3/Ifih1/Ddx60",5
"GO:0007259","GO:0007259","receptor signaling pathway via JAK-STAT","4/82","121/15620",0.00376379507735453,0.0271277305575364,0.0224008723902133,"Stat1/Stat2/Parp14/Parp9",4
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","3/82","60/15620",0.00384734227558194,0.0275565890488556,0.02275500464308,"Tap1/Bst2/Lgals9",3
"GO:0035872","GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","2/82","18/15620",0.00394416238644325,0.0279012968818763,0.0230396490280213,"Irgm1/Igtp",2
"GO:1900225","GO:1900225","regulation of NLRP3 inflammasome complex assembly","2/82","18/15620",0.00394416238644325,0.0279012968818763,0.0230396490280213,"Gbp5/Eif2ak2",2
"GO:0071276","GO:0071276","cellular response to cadmium ion","2/82","19/15620",0.00439322046472182,0.0308873046170013,0.0255053613030992,"Mt2/Jun",2
"GO:0097696","GO:0097696","receptor signaling pathway via STAT","4/82","128/15620",0.00459764724800588,0.0320494589541794,0.026465016625156,"Stat1/Stat2/Parp14/Parp9",4
"GO:0034121","GO:0034121","regulation of toll-like receptor signaling pathway","3/82","64/15620",0.00461445089654416,0.0320494589541794,0.026465016625156,"Irf7/Rsad2/Ifi35",3
"GO:0035561","GO:0035561","regulation of chromatin binding","2/82","20/15620",0.00486479557111198,0.0327944454382019,0.0270801933029701,"Dtx3l/Parp9",2
"GO:0044546","GO:0044546","NLRP3 inflammasome complex assembly","2/82","20/15620",0.00486479557111198,0.0327944454382019,0.0270801933029701,"Gbp5/Eif2ak2",2
"GO:0140632","GO:0140632","inflammasome complex assembly","2/82","20/15620",0.00486479557111198,0.0327944454382019,0.0270801933029701,"Gbp5/Eif2ak2",2
"GO:1901739","GO:1901739","regulation of myoblast fusion","2/82","20/15620",0.00486479557111198,0.0327944454382019,0.0270801933029701,"Cxcl9/Cxcl10",2
"GO:1901857","GO:1901857","positive regulation of cellular respiration","2/82","20/15620",0.00486479557111198,0.0327944454382019,0.0270801933029701,"Oas1a/Oas1g",2
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","3/82","69/15620",0.00569503762234437,0.0381667433637815,0.0315163977992464,"Isg15/Gbp4/Dtx3l",3
"GO:0001911","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","2/82","22/15620",0.00587452714261182,0.0389144977192668,0.0321338600621115,"Tap1/Lgals9",2
"GO:0095500","GO:0095500","acetylcholine receptor signaling pathway","2/82","22/15620",0.00587452714261182,0.0389144977192668,0.0321338600621115,"Ly6c1/Ly6a",2
"GO:0043129","GO:0043129","surfactant homeostasis","2/82","23/15620",0.00641220342106385,0.0422320983939033,0.0348733870268385,"Oas1a/Oas1g",2
"GO:0045662","GO:0045662","negative regulation of myoblast differentiation","2/82","24/15620",0.00697143632917851,0.0453935570070374,0.0374839788273414,"Cxcl10/Id3",2
"GO:1905145","GO:1905145","cellular response to acetylcholine","2/82","24/15620",0.00697143632917851,0.0453935570070374,0.0374839788273414,"Ly6c1/Ly6a",2
"GO:0045445","GO:0045445","myoblast differentiation","3/82","76/15620",0.00744361805260506,0.04781536459002,0.0394837997303463,"Cxcl9/Cxcl10/Id3",3
"GO:0031342","GO:0031342","negative regulation of cell killing","2/82","25/15620",0.00755199039336268,0.04781536459002,0.0394837997303463,"Tap1/Lgals9",2
"GO:0034123","GO:0034123","positive regulation of toll-like receptor signaling pathway","2/82","25/15620",0.00755199039336268,0.04781536459002,0.0394837997303463,"Rsad2/Ifi35",2
"GO:0048875","GO:0048875","chemical homeostasis within a tissue","2/82","25/15620",0.00755199039336268,0.04781536459002,0.0394837997303463,"Oas1a/Oas1g",2
"GO:1905144","GO:1905144","response to acetylcholine","2/82","25/15620",0.00755199039336268,0.04781536459002,0.0394837997303463,"Ly6c1/Ly6a",2
"GO:0006959","GO:0006959","humoral immune response","4/82","149/15620",0.00782462541326824,0.0492693446351945,0.0406844317323779,"Cxcl9/Cxcl10/Cfb/C3",4
"GO:0039529","GO:0039529","RIG-I signaling pathway","2/82","26/15620",0.00815363196556912,0.0505084445002282,0.0417076252463536,"Oas3/Ddx60",2
"GO:0043687","GO:0043687","post-translational protein modification","2/82","26/15620",0.00815363196556912,0.0505084445002282,0.0417076252463536,"Irgm1/Igtp",2
"GO:0045648","GO:0045648","positive regulation of erythrocyte differentiation","2/82","26/15620",0.00815363196556912,0.0505084445002282,0.0417076252463536,"Stat1/Isg15",2
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","3/82","79/15620",0.00827971911152735,0.0510137532355395,0.0421248867077707,"Isg15/Gbp4/Dtx3l",3
"GO:0001503","GO:0001503","ossification","6/82","339/15620",0.00879131297886139,0.0538761747260703,0.0444885469631094,"Isg15/Col1a1/Ifitm3/Col1a2/Rsad2/Id3",6
"GO:0010800","GO:0010800","positive regulation of peptidyl-threonine phosphorylation","2/82","28/15620",0.00941925209589045,0.0571135603274627,0.0471618358908689,"Irgm1/Igtp",2
"GO:0046686","GO:0046686","response to cadmium ion","2/82","28/15620",0.00941925209589045,0.0571135603274627,0.0471618358908689,"Mt2/Jun",2
"GO:0042116","GO:0042116","macrophage activation","3/82","83/15620",0.00947733501896887,0.0571632943775701,0.0472029040556954,"Ifi35/Lgals9/Jun",3
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","2/82","29/15620",0.0100827723753583,0.0598697261251844,0.0494377549247183,"Tap1/H2-K1",2
"GO:1903901","GO:1903901","negative regulation of viral life cycle","2/82","29/15620",0.0100827723753583,0.0598697261251844,0.0494377549247183,"Ifitm3/Bst2",2
"GO:2001032","GO:2001032","regulation of double-strand break repair via nonhomologous end joining","2/82","29/15620",0.0100827723753583,0.0598697261251844,0.0494377549247183,"Dtx3l/Parp9",2
