Ensembl_ID,Gene name,Control_1,Control_2,Control_3,DAC_1,DAC_2,DAC_3
ENSMUSG00000096008,Gm15100,0,0,0,0,0,0
ENSMUSG00000096009,Olfr134,0,0,0,0,0,0
ENSMUSG00000096010,Hist4h4,46.4,54.28,21.25,67.14,110.05,94.86
ENSMUSG00000096011,Ifna15,0,0,0,0,0,1
ENSMUSG00000096014,Sox1,0,0,0,0,0,0
ENSMUSG00000096015,n-R5s134,0,0,0,0,0,0
ENSMUSG00000096016,Gm20937,0,0,0,0,0,0
ENSMUSG00000096017,Gm26502,0,0,0,0,0,0
ENSMUSG00000096018,Gm26435,0,0,0,0,0,0
ENSMUSG00000096019,Gm26504,0,0,0,0,0,0
ENSMUSG00000096020,Ighv1-75,0,0,0,0,0,0
ENSMUSG00000096021,Gm25985,0,0,0,0,0,0
ENSMUSG00000096022,Gm23421,0,0,0,0,0,0
ENSMUSG00000096023,Gm3542,0,0,0,0,0.5,0
ENSMUSG00000096024,Gm17174,8,21.07,24.45,42.97,58.19,58.86
ENSMUSG00000096025,Gm38400,0,0,0,2,0,1
ENSMUSG00000096027,Mir467a-2,0,0,0,0,0,0
ENSMUSG00000096028,Gm25984,0,0,0,0,0,0
ENSMUSG00000096029,Olfr679,0,0,0,0,0,0
ENSMUSG00000096030,Gm24424,0,0,0,0,0,0
ENSMUSG00000096031,Gm23189,0,0,0,0.06,0,0
ENSMUSG00000096033,Gm5899,0,0,0,0,0,0
ENSMUSG00000096035,Gm1045,171,229,188,188,258,271
ENSMUSG00000096036,Gm21778,0,0,0,2,1,2
ENSMUSG00000096037,n-R5s136,0,0,0,0,0,0
ENSMUSG00000096038,Trav13n-3,0,0,0,0,0,0
ENSMUSG00000096039,D830030K20Rik,0,0,0,0,1.52,0
ENSMUSG00000096041,Gm22511,0,0,0,0,0,0
ENSMUSG00000096042,Gm20782,0,0,0,0,0,0
ENSMUSG00000096043,Gm24968,0,0.02,0,0,0,0
ENSMUSG00000096044,Gm16427,0,0,0,0,0,0
ENSMUSG00000096045,Gm21698,10.56,27.6,20.27,51.38,57.16,83.75
ENSMUSG00000096046,Gm24969,0,0,0,0,0,0
ENSMUSG00000096047,n-R5s211,0,0,0,0,0,0
ENSMUSG00000096048,Gm22510,0,0,0,0,0,0
ENSMUSG00000096049,Gm2075,0,0,1.53,2.36,1.15,0
ENSMUSG00000096051,Vmn1r40,0,0,0,0,0,0
ENSMUSG00000096052,9930004E17Rik,1,0,0,1,1,0
ENSMUSG00000096053,Gm25943,0,0,0,0,0,0
ENSMUSG00000096054,Syne1,3763.73,3975.77,3873.52,1249.18,1548.37,1790.85
ENSMUSG00000096055,Trav12n-1,0,0,0,0,0,0
ENSMUSG00000096056,Gm21986,23.63,26.48,31.39,16.13,18.71,12.84
ENSMUSG00000096057,Gm25944,0,0,0,0,0,0
ENSMUSG00000096061,Gm23681,1.2,2.68,0,0,0,0
ENSMUSG00000096065,Gm13155,0,0,0.5,0,0,1
ENSMUSG00000096066,Gm10424,0,0.01,0,38.36,10.47,0
ENSMUSG00000096067,Gm23682,0,0,0,0,0,0
ENSMUSG00000096068,Olfr486,0,0,0,0,0,0
ENSMUSG00000096069,Olfr61,0,0,0,0,0,0
ENSMUSG00000096070,Gm25350,0,0,0,0,0,0
ENSMUSG00000096071,Vmn1r143,0,0,0,0,0,0
ENSMUSG00000096072,Gm8914,0,0,0,0,0,4.25
ENSMUSG00000096073,Vmn1r166,0,0,0,0,0,0
ENSMUSG00000096074,Ighv1-72,0,0,0,0,0,0
ENSMUSG00000096075,Gm25349,0,0,0,0,0,0
ENSMUSG00000096076,Gm23962,0,0,0,0,0,0
ENSMUSG00000096078,Ighv1-62-2,0,0,0,0,0,0
ENSMUSG00000096079,Gm23961,0,0,0,0,0,0
ENSMUSG00000096080,Gm24710,0,0,0,0,0,0
ENSMUSG00000096081,Gm21991,0,0,0,0,0,0
ENSMUSG00000096082,Gm24711,0,0,0,0,0,0
ENSMUSG00000096083,Gm10428,0,0,0,0,0,0
ENSMUSG00000096084,Gm21850,0,0,0,0,0,0
ENSMUSG00000096085,Gm24465,0,0,0,0,0,0
ENSMUSG00000096086,Gm4761,1,1,1,4,2,6
ENSMUSG00000096087,Gm24709,0,0,0,0,0,0
ENSMUSG00000096088,Gm12614,0,0,0,0,0,0
ENSMUSG00000096090,Gm26334,0,0,0,0,0,0
ENSMUSG00000096091,Gm26335,0,0,0,0,0,0
ENSMUSG00000096092,n-R5s125,0,0,0,0,0,0
ENSMUSG00000096094,A630095N17Rik,2,4,5,34,39,40
ENSMUSG00000096095,Gm26332,0,0,0,0,0,0
ENSMUSG00000096096,Trav4-4-dv10,0,0,0,0,0,0
ENSMUSG00000096097,Gm14477,0,0,0,0,0,0.24
ENSMUSG00000096098,Mir713,0,0,0,0,0,0
ENSMUSG00000096099,Vmn1r220,0,0,0,0,0,0
ENSMUSG00000096102,Gm9167,0,0,0,0,1,0
ENSMUSG00000096105,Bhmt-ps1,0,0,0,0,0,0
ENSMUSG00000096106,Trav5d-4,0,0,0,0,0,0
ENSMUSG00000096107,Gm16505,0,3,1,2,0,0
ENSMUSG00000096108,Ighv11-2,0,0,0,0,0,0
ENSMUSG00000096109,Olfr1537,0,0,0,0,0,0
ENSMUSG00000096110,Gm26270,0,0,0,0,0,0
ENSMUSG00000096111,Gm21917,6.92,13.12,6.45,21.98,12.58,36.74
ENSMUSG00000096112,Gm26269,0,0,0,0,0,0
ENSMUSG00000096113,Mir466b-5,0,0,0,0,0,0
ENSMUSG00000096114,Gm26272,0,0,0,0,0,0
ENSMUSG00000096117,Gm26271,0,0,0,0,0,0
ENSMUSG00000096119,Gm6228,0,0,0,2.25,2.75,0.75
ENSMUSG00000096120,Gm21800,0,0,0,0,0,0
ENSMUSG00000096122,Gm21943,0,0,0,0,0,0
ENSMUSG00000096124,Gm22308,0,0,0,0,0,0
ENSMUSG00000096126,Gm22307,0,0,0,0,0,0
ENSMUSG00000096127,Gm14625,0,0.17,0,0,0,0
ENSMUSG00000096129,Trav12d-2,0,0,0,0,0,0
ENSMUSG00000096130,Gm25144,0,0,0,0,0,0
ENSMUSG00000096131,Gm2696,0,0,0,0,0,0
ENSMUSG00000096132,n-R5s119,0,0,0,0,0,0
ENSMUSG00000096133,Gm25145,0,0,0,0,0,0
ENSMUSG00000096134,Mir669p-1,0,0,0,0,0,0
ENSMUSG00000096135,Rps12-ps18,0,0,0,0,0,0
ENSMUSG00000096136,Gm25146,0,0,0,0,0,0
ENSMUSG00000096137,Gm14527,0,0,0,17.89,19.46,20.71
ENSMUSG00000096138,Trav7-6,0,0,0,0,0,0
ENSMUSG00000096139,Gm7978,2.33,5.63,2,7.34,17.36,12.99
ENSMUSG00000096140,Ankrd66,32,44,35,46,73,81
ENSMUSG00000096141,Dnah7a,0,0,0,9,14.39,19.52
ENSMUSG00000096142,Gm25817,0,0,0,0,0,0
ENSMUSG00000096144,B020004C17Rik,0,0,0,3,6,3
ENSMUSG00000096145,Vkorc1,209,221,209,208,303,423
ENSMUSG00000096146,Kcnj11,0,0,0,0,0,0
ENSMUSG00000096147,Gm25818,0,0,0,0,0,0
ENSMUSG00000096148,Gm25816,0,0,0,0,0,0
ENSMUSG00000096149,Trav6-5,0,0,0,0,0,0
ENSMUSG00000096150,Ighv1-85,0,0,0,0,0,0
ENSMUSG00000096151,Olfr477,0,0,0,0,0,0
ENSMUSG00000096152,Gm16442,0,0,0,0,0,0
ENSMUSG00000096153,BC061195,0,0.5,0,0,0.5,1
ENSMUSG00000096154,Gm13057,8.76,0,10.8,57,25.26,35.72
ENSMUSG00000096156,Gm9242,0,0,0,0,0,0
ENSMUSG00000096157,Gm5472,0,1,0,0,0,0
ENSMUSG00000096158,Gm21827,0,0,0,0,0,0
ENSMUSG00000096159,Gm24153,0,0,0,0,0,0
ENSMUSG00000096160,Gm3436,0,0,0,0,0,0
ENSMUSG00000096161,Gm24639,0,0,0,0,0,0
ENSMUSG00000096163,Gm24142,0,0,0,0,0,0
ENSMUSG00000096164,Vmn1r93,0,0,0,0,0,0
ENSMUSG00000096166,Gm24638,0,0,0,0,0,0
ENSMUSG00000096167,Olfr887,0,0,0,0,0,0
ENSMUSG00000096168,Trav5n-4,0,0,0,0,0,0
ENSMUSG00000096169,Gm4461,2,0,0,0,11.98,6.99
ENSMUSG00000096170,n-R5s146,0,0,0,0,0,0
ENSMUSG00000096171,Gm8055,0,2.01,0,0,0,1.97
ENSMUSG00000096172,Gm22992,0,0,0,0,0,0
ENSMUSG00000096173,Gm3150,0,0,0,0,0,0
ENSMUSG00000096174,Gm22991,0,0,0,0,0,0
ENSMUSG00000096175,Gm21761,6.99,4.3,5.49,19.64,24.76,22.64
ENSMUSG00000096176,Trdd2,0,0,0,0,0,0
ENSMUSG00000096177,Gm5070,1.21,2.04,2.18,0,1.04,3.09
ENSMUSG00000096178,Gm20837,0,0,0,0,0,0
ENSMUSG00000096179,Gm15090,0,0,0,0,0,0
ENSMUSG00000096180,Vmn2r49,0,0,0,0,0,0
ENSMUSG00000096181,Gm23307,0,0,0,0,0,0
ENSMUSG00000096182,Gm23308,0,0,0,0,0,0
ENSMUSG00000096183,Gm3727,0,0,0,0,0,0
ENSMUSG00000096184,Gm23304,0,0,0,0,0,0
ENSMUSG00000096185,Gm23305,0,0,0,0,0,0
ENSMUSG00000096186,Gm23306,0,0,0,0,0,0
ENSMUSG00000096188,Cmtm4,9911,11550,11476,4515,5883,7179
ENSMUSG00000096189,Mir344h-2,0,0,0,0,0,0
ENSMUSG00000096190,Gm26136,0,0,0,0,0,0
ENSMUSG00000096191,Gm26135,0,0,0,0,0,0
ENSMUSG00000096192,Gm18856,1,1,3,1,3,3
ENSMUSG00000096193,Gm26134,0,0,0,0,0,0
ENSMUSG00000096194,Gm2799,0,0,0,0,0,0
ENSMUSG00000096195,Gm26138,0,0,0,0,0,0
ENSMUSG00000096196,Gm26137,0,0,0,0,0,0
ENSMUSG00000096197,4930555G01Rik,0,0,0.5,0,0,0.83
ENSMUSG00000096198,Gm26133,0,0,0,0,0,0
ENSMUSG00000096199,Ptrhd1,305.48,372.26,358.48,194.34,263.6,314.3
ENSMUSG00000096200,Gm23186,0,0,0,0,0,0
ENSMUSG00000096201,Gm10715,0,1.01,2,489.88,593.69,852.98
ENSMUSG00000096202,Gm22069,0,0,0,0,0,0
ENSMUSG00000096205,Gm22068,0,0,0,0,0.09,0
ENSMUSG00000096206,Gm22317,0,0,0,0,0.09,0
ENSMUSG00000096208,Gm22070,0,0,0,0,0,0
ENSMUSG00000096209,Olfr510,0,0,0,0,0,0
ENSMUSG00000096210,H1f0,21951,28729,24883,20068,27258,33755
ENSMUSG00000096211,Gm23330,0,0,0,0,0,0
ENSMUSG00000096212,Gm23739,0,0,0,0,0,0
ENSMUSG00000096213,Gm15088,0,0,0,0,0,0
ENSMUSG00000096214,Gm22634,0,0,0,0,0.09,0
ENSMUSG00000096215,Smim22,12,10,4,9,7,8
ENSMUSG00000096216,Gm21959,0,0,0,0,0,0
ENSMUSG00000096217,Gm4904,0,0,0,0,0,0
ENSMUSG00000096218,Gm2916,0,0,1,0,0,0
ENSMUSG00000096219,n-R5s93,0,0,0,0,0,0
ENSMUSG00000096220,Olfr775,0,0,0,1,0,0
ENSMUSG00000096221,1500002C15Rik,85.92,79.45,84.23,30.66,36.2,47.97
ENSMUSG00000096222,Gm25412,0,0,0,0,0,0
ENSMUSG00000096223,Gm21874,0,0,0,0,0,0
ENSMUSG00000096225,Lhx8,0,2,0,1,2,3
ENSMUSG00000096228,Olfr5,0,0,0,0,0,0
ENSMUSG00000096229,Olfr774,0,0,0,0,0,3
ENSMUSG00000096230,Gm16429,3.44,0,0,5.88,17.14,14.87
ENSMUSG00000096231,Gm22584,0,0,0,0,0,0
ENSMUSG00000096232,0610012G03Rik,0,0,0,0,0,0
ENSMUSG00000096233,Gm13238,0,0,0,0,1.66,1.87
ENSMUSG00000096235,Gm5123,0,0,0,1.33,1,2
ENSMUSG00000096238,Gm22583,0,0,0,0,0,0
ENSMUSG00000096239,Mir466b-4,0,0,0,0,0,0
ENSMUSG00000096240,Gm21830,0,0,0,0,0,0
ENSMUSG00000096241,Gm24267,0,0,0,0,0,0
ENSMUSG00000096243,Gm24265,0,0,0,0,0,0
ENSMUSG00000096245,Gm24269,0,0,0,0,0,0
ENSMUSG00000096247,Gm24268,0,0,0,0,0,0
ENSMUSG00000096248,Gm24264,0,0,0,0,0,0
ENSMUSG00000096249,Gm24263,0,0,0,0,0,0
ENSMUSG00000096250,Ighd2-6,0,0,0,0,0,0
ENSMUSG00000096252,Tes3-ps,3.49,4.99,13.44,5.07,1.89,9.33
ENSMUSG00000096254,Olfr724,0,0,0,3,1,0
ENSMUSG00000096255,Dynlt1b,2793.7,3254.98,2772.48,1182.55,1681.65,1948.82
ENSMUSG00000096256,Gm21093,0,0,0,0,0,0
ENSMUSG00000096257,Gm6537,1.06,0,1.09,0,0,0
ENSMUSG00000096258,Rps16-ps3,0,0,0,0,0,0
ENSMUSG00000096259,Gm3106,0,0,0,0,0,0
ENSMUSG00000096263,Snord14c,0,0,0,0,0,0
ENSMUSG00000096264,Gm23108,0,0,0,0,0,0
ENSMUSG00000096265,4930467E23Rik,4.48,3.54,0.28,17.89,19.71,24.3
ENSMUSG00000096268,Gm20914,0,0,0,0,0,0
ENSMUSG00000096269,Rpl31-ps21,0,1,0,2,2,1
ENSMUSG00000096270,Vmn2r-ps134,0,0,0,0,0,0
ENSMUSG00000096272,Gm21588,0,0,0,0,0,0
ENSMUSG00000096273,Olfr1474,0,0,0,0,0,0
ENSMUSG00000096274,Gm24766,0,0,0,0,0,0
ENSMUSG00000096275,Gm20901,0,0,0,0,0,0
ENSMUSG00000096276,Gm2042,0,0,2,3.44,1,1.99
ENSMUSG00000096277,Gm21142,0,0,0,0,0,0
ENSMUSG00000096278,Dcpp2,0,0,0,3.9,2,3
ENSMUSG00000096279,Gm9312,0,0,0,0,0,0
ENSMUSG00000096280,Gm23287,0,0,0,0,0,0
ENSMUSG00000096281,Gm22255,0,0,0,0,0,0
ENSMUSG00000096282,Gm22254,0,0,0,0,0,0
ENSMUSG00000096283,Gm6176,0.45,0,0,0,0,3.89
ENSMUSG00000096284,Tcstv1,4,5,3.51,17.66,23.99,14.48
ENSMUSG00000096285,Gm22253,0,0,0,0,0,0
ENSMUSG00000096286,Gm8266,0,0,0,0,0,0
ENSMUSG00000096287,Gm22252,0,0,0,0,0,0
ENSMUSG00000096288,Gm22251,0,0,0,0,0,0
ENSMUSG00000096289,Olfr1484,0,0,0,0,0,0
ENSMUSG00000096290,Gm23932,0,0,0,0,0,0
ENSMUSG00000096291,Gm23933,0,0,0,0,0,0
ENSMUSG00000096292,Gm2666,0,0,0,1.47,0,0
ENSMUSG00000096293,Gm3683,0,0,0,0,0,0
ENSMUSG00000096294,Gm10302,0,0,0,0,3,0
ENSMUSG00000096295,Defa2,0,0,0,0,0,0
ENSMUSG00000096296,Snord88c,0,0,0,0,0,0
ENSMUSG00000096297,Gm23934,0,0.02,0,0,0,0
ENSMUSG00000096298,Gm23931,0,0,0,0,0,0
ENSMUSG00000096299,Gm21814,1,4,1,12,6,8
ENSMUSG00000096300,Gm25212,0,0,0,0,0,0
ENSMUSG00000096301,Ighd6-2,0,0,0,0,0,0
ENSMUSG00000096302,Gm25210,0,0,0,0,0,0
ENSMUSG00000096303,Gm25211,0,0,0,0,0,0
ENSMUSG00000096304,Gm16451,0,0,0,0,0,0
ENSMUSG00000096305,Gm23047,0,0,0,0,0,0
ENSMUSG00000096306,Gm25209,0,0,0,0,0,0
ENSMUSG00000096307,n-R5s104,0,0,0,0,0,0
ENSMUSG00000096308,Gm14598,0,0.17,0,0,0,0
ENSMUSG00000096309,Gm25208,0,0,0,0,0,0
ENSMUSG00000096310,Gm23523,0,0,0,0,0,0
ENSMUSG00000096311,Gm3681,0,0,0,0,0,0
ENSMUSG00000096313,Gm23524,0,0,0,0,0,0
ENSMUSG00000096314,Gm23521,0,0,0,0,0,0
ENSMUSG00000096316,Faiml,0,0,0,0,0,0
ENSMUSG00000096318,Astx4a,0,0,0,0,0,0
ENSMUSG00000096320,Olfr1471,0,0,0,0,0,0
ENSMUSG00000096322,Gm3898,0,0,0,0,0,0
ENSMUSG00000096323,Gm20767,3.15,1,0,8.86,5.86,9.78
ENSMUSG00000096324,Gm26336,0,0,0,0,0,0
ENSMUSG00000096326,Ighv1-78,0,0,0,0,0,0
ENSMUSG00000096327,Gm21980,0,0,0,0,0,0
ENSMUSG00000096328,Gm26337,0,0,0,0,0,0
ENSMUSG00000096329,Trav13d-4,0,0,0,0,0,0
ENSMUSG00000096330,Gm21976,0,0,0,1,1,6
ENSMUSG00000096331,Gm24712,0,0,0,0,0,0
ENSMUSG00000096332,Gm21241,0,0,0,0,0,0
ENSMUSG00000096333,Gm13871,3.49,1,1.49,0,1.8,0
ENSMUSG00000096335,n-R5s108,0,0,0,0,0,0
ENSMUSG00000096336,Igkv1-135,0,0,0,0,0,0
ENSMUSG00000096337,Gm13694,0.61,0.4,0.51,2.69,3.93,6.48
ENSMUSG00000096338,Gm15086,0,0,0,0,0,0
ENSMUSG00000096339,Gm24713,0,0,0,0,0,0
ENSMUSG00000096340,Defa-ps10,0,0,0,0,0,0
ENSMUSG00000096341,Gm22886,0,0,0,0,0,0
ENSMUSG00000096342,Gm22885,0,0,0,0,0,0
ENSMUSG00000096343,n-R5s133,0,0,0,0,0,0
ENSMUSG00000096344,Gm6408,0,1,0,2,5,0
ENSMUSG00000096345,Esp16,0,0,0,0,1,0
ENSMUSG00000096346,Gm22887,0,0,0,0,0,0
ENSMUSG00000096347,Gm21758,0,0,0,0,0,0
ENSMUSG00000096348,Gm10666,0,0,0,0,0,0
ENSMUSG00000096349,Gm22513,0,0,0,0,0,0
ENSMUSG00000096350,Gm25707,0,0,0,0,0,0
ENSMUSG00000096351,Samd11,4.1,5.16,8.21,5.13,8.22,2.06
ENSMUSG00000096352,Gm25708,0,0,0,0.06,0,0
ENSMUSG00000096353,Gm24957,0,0,0,0,0,0
ENSMUSG00000096354,Gm8178,0,0,0.5,0,0,1
ENSMUSG00000096355,Ighv8-4,0,0,0,0,0,0
ENSMUSG00000096356,Olfr889,0,0,0,0,0,0
ENSMUSG00000096357,Gm25709,0,0.02,0,0,0,0
ENSMUSG00000096358,n-R5s131,0,0,0,0,0,0
ENSMUSG00000096359,Gm25710,0,0,0,0,0,0
ENSMUSG00000096360,Mir466b-7,0,0,0,0,0,0
ENSMUSG00000096361,Gm5814,0,0,0,0,0,0
ENSMUSG00000096362,Rps12-ps21,0.32,0,0,0,0,0.36
ENSMUSG00000096363,Gm12621,0,0,0,0,0,0
ENSMUSG00000096365,Olfr1463,0,0,0,0,0,0
ENSMUSG00000096366,Gm13240,0,0,0,0,0,0
ENSMUSG00000096367,n-R5s107,0,0,0,0,0,0
ENSMUSG00000096368,Olfr1328,0,0,0,0,0,0
ENSMUSG00000096370,Gm21992,280.57,391.6,357.61,383.21,479.06,507.83
ENSMUSG00000096371,Gm22367,0,0,0,0,0,0
ENSMUSG00000096372,Gm8138,0,0,0,0,1.79,2.21
ENSMUSG00000096373,Vmn2r31,0,0,0,0,0,4
ENSMUSG00000096374,Gm6664,0,0,0,0,0,0
ENSMUSG00000096375,Gm7094,0,0,0,0,0,0
ENSMUSG00000096376,Gm14590,0,0,0,0,0,0
ENSMUSG00000096377,Mir5123,0,0,0,0,0,0
ENSMUSG00000096379,Gm21732,0,0,0,0,0,0
ENSMUSG00000096380,Gm19668,0,0,0,0,0,0
ENSMUSG00000096381,Gm25354,0,0,0,0,0,0
ENSMUSG00000096383,Gm25353,0,0,0,0,0,0
ENSMUSG00000096384,Gm25352,0,0,0,0,0,0
ENSMUSG00000096385,Gm11168,0.67,1.31,0,373.16,385.63,587.27
ENSMUSG00000096386,Vmn1r100,0,0,0,0,0,0
ENSMUSG00000096387,Gm26488,0,0,0,0,0,0
ENSMUSG00000096388,Gm25355,0,0,0,0,0,0
ENSMUSG00000096390,Gm23687,0,0,0,0,0,0
ENSMUSG00000096391,Gm23686,0,0,0,0,0,0
ENSMUSG00000096392,Gm23688,0,0,0,0,0,0
ENSMUSG00000096393,Gm590,0,0,0,0,0,2
ENSMUSG00000096396,Ighd5-2,0,0,0,0,0,0
ENSMUSG00000096397,Trav17,0,0,0,0,0,0
ENSMUSG00000096398,Gm23689,0,0,0,0,0,0
ENSMUSG00000096399,Vmn2r35,0,0,0,0,0,0
ENSMUSG00000096400,Gm6098,0,0,0,0,0,0
ENSMUSG00000096401,Gm21811,378.2,438.03,404.76,513.88,822.67,1031.71
ENSMUSG00000096402,Gm23816,0,0,0,0,0,0
ENSMUSG00000096403,Gm9825,3965.44,4521.08,4346.63,3827.91,5123.1,5564.5
ENSMUSG00000096405,4930474N05Rik,0,0,0,0,0,0
ENSMUSG00000096406,Rn5s,0,0,0,0,0,0
ENSMUSG00000096407,Ighv6-5,0,0,0,0,0,0
ENSMUSG00000096408,Gm8723,0,0,0,0.54,3.23,0
ENSMUSG00000096409,Olfr890,0,0,0,0,0,0
ENSMUSG00000096410,Ighv1-19,0,0,0,1,0,0
ENSMUSG00000096411,Gm24721,0,0,0,0,0,0
ENSMUSG00000096412,Gm25484,0,0,0,0,0,0
ENSMUSG00000096413,Gm3616,0,0,0,0,0,0
ENSMUSG00000096414,Obox4-ps15,0,0,0,0,0,0
ENSMUSG00000096415,Gm24722,0,0.02,0,0,0,0
ENSMUSG00000096417,Trav7-2,0,0,0,0,0,0
ENSMUSG00000096420,Ighd5-6,0,0,0,0,0,0
ENSMUSG00000096421,Gm10100,0,0,0,0,0,0
ENSMUSG00000096422,Igkv12-44,0,0,0,0,0,0
ENSMUSG00000096423,Gm24978,0,0.02,0,0,0,0
ENSMUSG00000096424,Olfr885,0,0,0,0,0,0
ENSMUSG00000096425,Gm24979,1.16,0,0,0,0,0
ENSMUSG00000096426,Gm21364,0,0,0,0,0,0
ENSMUSG00000096427,Olfr895,0,0,0,0,0,0
ENSMUSG00000096429,Vmn2r-ps131,0,0,0,0,0,0
ENSMUSG00000096430,Gm22130,0,0,0,0,0,0
ENSMUSG00000096431,Gm22131,0,0,0,0,0,0
ENSMUSG00000096432,Gm22132,0,0,0,0,0,0
ENSMUSG00000096433,Gm4944,1173.14,1442.13,1314.71,933.08,1323.58,1711.2
ENSMUSG00000096434,Gm22129,0,0,0,0,0,0
ENSMUSG00000096435,Gm9049,0,0,0,0,0,0
ENSMUSG00000096436,Olfr1437,0,0,0,1,0,0
ENSMUSG00000096437,Rps12-ps16,0,0,0,0,0,0
ENSMUSG00000096438,Gapdh-ps15,0,0,0,0,0,0
ENSMUSG00000096439,Obox4-ps23,0,0,0,0,0,0
ENSMUSG00000096440,Vmn2r-ps20,0,0,0,0,0,0
ENSMUSG00000096441,Gm26140,0,0,0,0,0,0
ENSMUSG00000096442,Taar8a,0,0,0,0,0,0
ENSMUSG00000096444,Gm26139,0,0,0,0,0,0
ENSMUSG00000096445,Dcpp1,0,0,0,8.11,6,9
ENSMUSG00000096446,Gm8104,0,1.03,1.01,1.49,1.63,3.04
ENSMUSG00000096447,Gm24206,0,0,0,0,0,0
ENSMUSG00000096448,Gm5808,0,0,0,0,0,2
ENSMUSG00000096449,Gm4076,0,0,0,1,2,0
ENSMUSG00000096450,Gm2877,0,0,0,0,0,0
ENSMUSG00000096451,Gm22645,0,0,0,0,0,0
ENSMUSG00000096452,Ighv1-77,0,0,0,0,0,0
ENSMUSG00000096453,Gm8320,0,0,0,0,0,0
ENSMUSG00000096454,Gm23310,0,0,0,0,0,0
ENSMUSG00000096455,Gm23311,0,0,0,0,0,0
ENSMUSG00000096457,Gm10147,0,0,0,0,0.69,2.92
ENSMUSG00000096458,Moap1,219.77,286.01,262.88,281.41,325.11,306.15
ENSMUSG00000096459,Ighv9-3,0,0,0,0,0,0
ENSMUSG00000096461,Igkv14-130,0,0,0,0,0,0
ENSMUSG00000096462,Gm22812,0,0,0,0,0,0
ENSMUSG00000096463,Gm21750,249.68,265.66,237.99,481.54,680.2,838.39
ENSMUSG00000096464,Ighv2-2,0,0,0,0,0,0
ENSMUSG00000096465,Olfr488,0,0,0,0,0,0
ENSMUSG00000096467,Scgb2b19,0,0,0,0,0,0
ENSMUSG00000096468,Gm16405,0,0.17,0,0,0,0
ENSMUSG00000096470,Gm9603,0,0,0,0,0.5,0
ENSMUSG00000096472,Cdkn2d,668,785,762,721,936,1186
ENSMUSG00000096473,Gm24463,0,0,0,0,0,0
ENSMUSG00000096474,Gm5561,0,0,0,1.09,1.09,0
ENSMUSG00000096475,Snord116l1,0,0,0,0,0,0
ENSMUSG00000096476,Gm12453,0,0,0,0,0,0
ENSMUSG00000096477,Olfr92,0,0,0,0,2,0
ENSMUSG00000096478,Trav9d-1,0,0,0,0,0,0
ENSMUSG00000096479,Gm24464,0,0,0,0,0,0
ENSMUSG00000096480,Gm23976,0,0,0,0,0,0
ENSMUSG00000096481,Gm3250,0,0,0,0,0,0
ENSMUSG00000096482,Gm23977,0,0,0,0,0,0
ENSMUSG00000096483,Gm12615,0,0,0,0,1,0
ENSMUSG00000096484,Gm13696,0.61,0.4,0.51,2.69,3.93,6.48
ENSMUSG00000096485,Olfr1466,0,0,0,0,0,0
ENSMUSG00000096486,Gm5426,0,0,0,0,0,0
ENSMUSG00000096487,Olfr706,0,0,0,0,0,0
ENSMUSG00000096488,Gm10409,3.96,3.13,2.49,2.75,6.49,6.13
ENSMUSG00000096490,Igkv10-94,0,0,0,0,0,0
ENSMUSG00000096492,Mir467a-4,0,0,0,0,0,0
ENSMUSG00000096496,Gm25646,0,0,0,0,0,0
ENSMUSG00000096497,Olfr787,0,0,0,1,0,1
ENSMUSG00000096498,Ighv2-5,0,0,0,0,0,0
ENSMUSG00000096499,Ighv1-5,0,0,0,0,1,3
ENSMUSG00000096500,Gm23087,0,0,0,0,0,0
ENSMUSG00000096502,Gm23089,0,0,0,0,0,0
ENSMUSG00000096504,Mir465b-2,0,0,0,0,0,0
ENSMUSG00000096505,Trav4d-4,0,0,0,0,0,0
ENSMUSG00000096507,Gm21772,0,0,0,0,0,0
ENSMUSG00000096508,Gm7903,0,0,0,32.3,30.41,44.65
ENSMUSG00000096510,Gm25892,0,0,0,0,0,0
ENSMUSG00000096512,Mir467a-8,0,0,0,0,0,0
ENSMUSG00000096513,Gm4175,0,0,0,0,0,0
ENSMUSG00000096514,Gm25891,0,0,0,0,0,0
ENSMUSG00000096515,Igkv14-100,0,0,0,0,0,0
ENSMUSG00000096516,Olfr628,0,0,0,0,0,0
ENSMUSG00000096517,Gm6919,0,2,1,0,0,0
ENSMUSG00000096518,Gm21894,0,0,0,0,0,0
ENSMUSG00000096519,Gm10721,11.69,10.98,6.26,3028.89,3256.77,5025.08
ENSMUSG00000096520,Gm3376,0,0,0,0,0,0
ENSMUSG00000096521,Gm13137,0,0,0,0,0,0
ENSMUSG00000096522,Gm26386,0,0,0,0,0,0
ENSMUSG00000096523,Gm25729,0,0,0,0,0,0
ENSMUSG00000096524,Gm14355,0,0,0,0,0,0
ENSMUSG00000096525,Gm2663,0,0,0,0,0,0
ENSMUSG00000096527,Gm6370,0,0,0,2,0,4.8
ENSMUSG00000096528,G430049J08Rik,18.38,8.18,21.45,82.81,111.26,129.45
ENSMUSG00000096529,Gm3993,0,0,1,0,0,0
ENSMUSG00000096530,Gm11758,0.02,0,0.01,0,0.4,0
ENSMUSG00000096531,Trav12n-2,0,0,0,0,0,0
ENSMUSG00000096532,Gm21633,0,0,0,0,0,0
ENSMUSG00000096533,Gm21852,0,0,0,0,0,0
ENSMUSG00000096534,Krtap16-3,0,0,0,1,0,0
