Ensembl_ID,Gene name,Control_1,Control_2,Control_3,DAC_1,DAC_2,DAC_3
ENSMUSG00000104819,RP23-123I10.4,0,0,0,4,0,0
ENSMUSG00000104820,AC129211.1,0,0,0,0,0,0
ENSMUSG00000104821,RP23-458G12.4,0,0,0,2,0,3
ENSMUSG00000104822,RP24-511F2.1,20.01,16,21.01,18,12,8
ENSMUSG00000104823,RP23-336O18.2,6,1,2,2,8,9
ENSMUSG00000104824,RP23-56M18.5,0,0,0,0,0,0
ENSMUSG00000104825,RP23-414E14.1,0,0,0,0,0,0
ENSMUSG00000104826,RP23-322I5.2,0,0,0,0,0,0
ENSMUSG00000104827,ACEA,0,0,0,0,0,0
ENSMUSG00000104828,RP23-372C7.5,0,3,0,0,0,0
ENSMUSG00000104829,RP23-181F22.4,0,0,0,0,0,0
ENSMUSG00000104830,RP23-370G17.1,12.86,2.84,16.01,15.99,8.44,4
ENSMUSG00000104831,RP23-382K4.1,0,0,0,0,3,1
ENSMUSG00000104832,Igkv15-102,0,0,0,0,0,0
ENSMUSG00000104833,RP24-572L22.2,0,0,0,0,0,0
ENSMUSG00000104834,RP24-79B1.2,1,1,0,0,0,0
ENSMUSG00000104835,RP24-500I24.7,0,0,0,0,0,0
ENSMUSG00000104836,AC123686.1,0,0,0,0,0,0
ENSMUSG00000104837,RP23-118K12.1,25.01,21.58,32.14,24.24,10.86,10.99
ENSMUSG00000104838,RP23-211L5.12,0,0,0,0,0,0
ENSMUSG00000104839,RP23-440C1.5,0,0,0,0,0,0
ENSMUSG00000104840,mmu-mir-7230,0,0,0,0,0,0
ENSMUSG00000104841,RP24-271G16.1,0,0,0,2,0,0
ENSMUSG00000104842,RP23-348H21.1,0,0,0,0,0,0
ENSMUSG00000104843,RP23-255N3.3,0,5,1,0,0,0
ENSMUSG00000104844,AC124193.1,0,0,0,0,0,0
ENSMUSG00000104845,RP24-126A19.2,0,0,0,0,0,0
ENSMUSG00000104846,RP24-230L5.4,0,0,4,2,0,4
ENSMUSG00000104847,RP24-299M10.2,0,0,0,0,0,0
ENSMUSG00000104848,SNORA43,0,0,0,0,0,0
ENSMUSG00000104849,Igkv13-89-1,0,0,0,0,0,0
ENSMUSG00000104850,RP23-256O22.3,2.01,0,0,3,5.02,0
ENSMUSG00000104851,RP24-496C22.5,0,0,0,0,0,0
ENSMUSG00000104852,RP23-7E4.3,6,2,6.67,7,3,2
ENSMUSG00000104853,Olfr375-ps1,0,0,0,0,0,0
ENSMUSG00000104854,mmu-mir-7116,0,0,0,0,0,0
ENSMUSG00000104855,RP23-169H9.9,0,0,0,0,0,0
ENSMUSG00000104856,U3,1.75,0.75,3.75,0,0,4.25
ENSMUSG00000104857,SCARNA15,0,0,0,0,0,0
ENSMUSG00000104858,mmu-mir-136,0,0,0,0,0,0
ENSMUSG00000104859,RP24-176P19.1,0,0,0,0,0,0
ENSMUSG00000104860,RP24-374F22.1,4,4,3,5,4,2
ENSMUSG00000104861,RP24-490H13.4,0,0,0,0,0,0
ENSMUSG00000104862,RP23-287M3.3,0,0,0,0,0,0
ENSMUSG00000104863,AC121821.1,0,0,0,0,0,0
ENSMUSG00000104864,RP24-209L5.1,0,0,0,0,0,0
ENSMUSG00000104865,RP24-224P21.2,0,0,0,0,0,0
ENSMUSG00000104866,RP23-240A11.2,0,0,0,0,0,0
ENSMUSG00000104867,RP23-396K2.2,2,2,0,0,1,0
ENSMUSG00000104868,RP23-37I24.1,0,0,0,0,0,0
ENSMUSG00000104869,RP23-54L16.2,0,2,0,2.03,3,4
ENSMUSG00000104870,RP24-315J23.2,0,0,0,0,0,0
ENSMUSG00000104871,RP24-231P10.2,1,0,0,0,0,0
ENSMUSG00000104872,RP23-431M7.2,2,0,0,3,1,0
ENSMUSG00000104873,RP24-81J14.1,5,0,0,3,3,2
ENSMUSG00000104874,Gm16520,0,5,0,0,0,0
ENSMUSG00000104875,RP23-301L9.4,0,0,0,0,0,0
ENSMUSG00000104876,Trdc,0,0,0,0,1,0
ENSMUSG00000104877,RP23-121M13.3,0,2,0,3,1,0
ENSMUSG00000104878,RP23-227I15.1,1,0,2,1,0,0
ENSMUSG00000104879,AL954355.1,0,0,0,0,0,0
ENSMUSG00000104880,AL645522.1,0,0,0,0,0,0
ENSMUSG00000104881,RP23-449N19.1,0,0,1,0,2,0
ENSMUSG00000104882,RP23-397C5.5,0,0,0,0,0,0
ENSMUSG00000104883,Igkv14-134-1,0,0,0,0,0,0
ENSMUSG00000104884,mmu-mir-5046,0,0,0,0,0,0
ENSMUSG00000104885,RP23-459I1.5,0,0,0,0,0,0
ENSMUSG00000104886,RP23-123P10.5,0,0,0,0,0,0
ENSMUSG00000104887,RP24-471B15.3,0,0,0,0,0,0
ENSMUSG00000104888,RP23-182M12.4,9,8,4,4,12,6
ENSMUSG00000104889,RP23-340N4.1,0,0,0,0,0,0
ENSMUSG00000104890,mmu-mir-3084-1,0,0,0,0,0,0
ENSMUSG00000104891,RP23-434H17.3,6,2,7,15,0,0
ENSMUSG00000104892,RP23-297D16.2,0,0,0,0,0,0
ENSMUSG00000104893,RP23-409D19.2,0,0,0,0,0,0
ENSMUSG00000104894,RP24-496C22.1,0,0,0,0,0,0
ENSMUSG00000104895,RP23-53G23.1,0,0,0,0,0,0
ENSMUSG00000104896,ACEA,0,0,0,3.25,7,0
ENSMUSG00000104897,RP23-331L5.1,4,14,0,2,0,6
ENSMUSG00000104898,RP23-223I2.3,0,0,0,0,0,0
ENSMUSG00000104899,RP23-370D2.5,0,0,0,0,0,0
ENSMUSG00000104900,AC117623.1,0,3,1,0,0,0
ENSMUSG00000104901,RP24-277H8.1,0,0,0,0,0,3
ENSMUSG00000104902,RP24-291L17.2,0,0,0,0,0,0
ENSMUSG00000104903,RP23-225M12.2,3,3,0,5,0,0
ENSMUSG00000104904,RP24-317M4.2,7,3,10,3,1,5
ENSMUSG00000104905,RP23-192D21.2,6,4,7,5,4,0
ENSMUSG00000104906,RP23-293K21.5,0,0,0,3,0,0
ENSMUSG00000104908,RP24-104D12.1,0,0,0,0,0,0
ENSMUSG00000104909,RP24-267D17.2,0,0,0,0,0,0
ENSMUSG00000104910,RP24-500I24.5,0,4,0,0,2,0
ENSMUSG00000104911,AC133189.1,0,0,0,0,0,0
ENSMUSG00000104912,RP23-15G1.3,0,0,0,1,0,0
ENSMUSG00000104913,RP24-324L19.3,15.11,5.05,13.28,3.31,5.04,6.09
ENSMUSG00000104914,mmu-mir-7061,0,0,0,0,0,0
ENSMUSG00000104915,Trav15n-2,0,0,0,0,0,0
ENSMUSG00000104916,RP23-407I6.1,0,0,0,0,0,0
ENSMUSG00000104917,RP23-477N9.2,2,0,7,2,1,0
ENSMUSG00000104918,RP23-427B4.2,4,0,3,9,17,1
ENSMUSG00000104919,RP24-296L6.3,0,0,0,0,0,0
ENSMUSG00000104920,RP23-250D22.2,0,0,0,0,0,0
ENSMUSG00000104921,ACEA,0,0,0,0,0,0
ENSMUSG00000104922,Igkv13-74-1,0,0,0,0,0,0
ENSMUSG00000104923,RP24-137F10.1,1,0,1,1,1,1
ENSMUSG00000104924,RP24-189M4.2,0,0,0,0,0,0
ENSMUSG00000104925,RP23-70G12.3,15,7,3,3,2,1
ENSMUSG00000104926,mmu-mir-6947,0,0,0,0,0,0
ENSMUSG00000104927,RP23-272P19.8,0,0,0,0,0,0
ENSMUSG00000104928,RP24-448C16.8,0,0,0,0,0,0
ENSMUSG00000104929,RP23-187D22.4,0,0,0,0,0,0
ENSMUSG00000104930,RP23-226J22.2,0,0,0,0,0,0
ENSMUSG00000104931,Igkv1-136,0,0,0,0,0,0
ENSMUSG00000104932,RP24-105J12.1,0,0,0,0,0,0
ENSMUSG00000104933,mmu-mir-466e,0,0,0,0,0,0
ENSMUSG00000104934,Igkv11-118,0,0,0,0,0,0
ENSMUSG00000104935,RP23-382L1.3,0,0,0,0,4,0
ENSMUSG00000104936,RP23-378O9.2,0,0,0,0,0,0
ENSMUSG00000104937,RP24-567O8.3,3.06,5.96,0,8.01,13.18,2.79
ENSMUSG00000104938,RP24-293C5.5,3,3.69,3.08,1,0,2.98
ENSMUSG00000104939,RP23-402L6.1,0,0,0,0,0,0
ENSMUSG00000104940,RP23-370G17.3,0,1,1,3,2,0
ENSMUSG00000104941,RP23-364E18.2,0,0,0,0,0,2
ENSMUSG00000104942,RP24-113C21.2,0,0,0,0,0,0
ENSMUSG00000104943,RP23-356K2.5,3,0,3,5,1,2
ENSMUSG00000104944,RP23-440G4.1,0,0,0,0,0,0
ENSMUSG00000104945,RP24-179L19.2,0,4,0,4,2,0
ENSMUSG00000104946,RP24-409N2.3,1,0,0,0,0,0
ENSMUSG00000104947,RP23-339I6.1,0,6,0,1,4,0
ENSMUSG00000104948,AL671888.1,0,0,0,0,0,0
ENSMUSG00000104949,Hcfc1r1-ps2,0,0,0,0,0,0
ENSMUSG00000104950,RP23-434H17.6,99,74,98,85,64,77
ENSMUSG00000104951,RP23-371A16.4,13,14,13,4,3,12
ENSMUSG00000104952,RP23-261D18.2,0,0,0,0,0,2
ENSMUSG00000104953,AC147560.1,0,0,0,0,0,0
ENSMUSG00000104954,RP23-373G12.3,0,0,0,0,0,0
ENSMUSG00000104955,RP24-142B15.2,0,0,0,0,0,0
ENSMUSG00000104956,RP24-212G3.4,0,0,0,0,0,0
ENSMUSG00000104957,RP24-166J20.2,0,0,0,0,0,0
ENSMUSG00000104958,mmu-mir-7238,0,0,0,0,0,0
ENSMUSG00000104959,RP23-306G1.12,0,0,0,0,0,0
ENSMUSG00000104960,Snhg8,1156,925,1121,1038,1105,1042
ENSMUSG00000104961,RP24-448C16.6,10,5.03,7.02,6.03,14.5,5
ENSMUSG00000104962,Trgj1,0,0,0,0,0,0
ENSMUSG00000104963,RP23-50E10.7,4.19,3.65,8.27,6.07,0,7
ENSMUSG00000104964,RP24-104D12.2,0,0,0,0,0,0
ENSMUSG00000104965,RP23-132D7.2,58,32,47,49,61,26
ENSMUSG00000104966,RP24-292F8.3,0,0,0,0,0,0
ENSMUSG00000104967,RP23-218K6.1,0,0,0,0,0,0
ENSMUSG00000104968,RP23-372C7.6,0,0,0,0,0,0
ENSMUSG00000104969,RP23-461P7.1,19,9,22,17,14,18
ENSMUSG00000104970,RP24-374B14.8,4.09,0,1,1.01,0,4.09
ENSMUSG00000104971,RP23-71M14.1,0,0,0,0,0,0
ENSMUSG00000104972,RP24-555M20.7,0,0,0,0,0,0
ENSMUSG00000104973,RP23-357D17.3,10,19,0,3,0,0
ENSMUSG00000104974,RP23-181F22.3,0,0,0,0,0,0
ENSMUSG00000104975,Iglj2,0,0,0,0,0,0
ENSMUSG00000104976,RP23-70G12.2,0,0,0,0,0,0
ENSMUSG00000104978,RP23-106N8.4,0,0,0,0,0,0
ENSMUSG00000104979,mmu-mir-6994,0,0,0,0,0,0
ENSMUSG00000104980,CH36-12I15.1,0,0,0,0,0,0
ENSMUSG00000104981,RP23-381I16.5,0,0,0,0,0,0
ENSMUSG00000104982,RP23-307D8.7,0,0,0,0,0,0
ENSMUSG00000104983,RP24-363K20.7,10,15,10,4,0,2
ENSMUSG00000104984,RP23-349J3.2,0,0,0,0,0,0
ENSMUSG00000104985,RP23-50I16.1,0,0,0,0,0,0
ENSMUSG00000104986,RP23-7E4.9,0,0,6,6,11,10
ENSMUSG00000104987,RP23-120C8.9,0,0,0,0,0,0
ENSMUSG00000104988,RP24-285I4.2,332.86,352.27,329.62,470.67,513.38,423.83
ENSMUSG00000104989,AC084073.1,0,0,0,0,0,0
ENSMUSG00000104990,RP24-496C22.2,0,0,0,0,0,0
ENSMUSG00000104991,AL645685.1,0,0,0,0,0,0
ENSMUSG00000104992,RP23-276I11.1,0,0,0,0,0,0
ENSMUSG00000104993,RP23-313F5.2,0,0,0,0,0,0
ENSMUSG00000104994,RP23-276C23.3,0,0,0,0,0,0
ENSMUSG00000104995,RP23-211L5.2,0,0,0,0,0,0
ENSMUSG00000104996,mmu-mir-6924,0,0,0,0,0,0
ENSMUSG00000104997,AL592149.1,0,0,0,0,0,0
ENSMUSG00000104998,RP23-243E17.13,0,0,0,0,0,0
ENSMUSG00000104999,RP24-435H23.1,1,0,0,0,0,4
ENSMUSG00000105000,RP23-402L6.2,0,0,0,0,0,0
ENSMUSG00000105001,AC117232.1,0,0,0,0,0,0
ENSMUSG00000105002,mmu-mir-6375,0,0,0,0,0,0
ENSMUSG00000105003,RP23-1B20.2,0,0,0,0,0,0
ENSMUSG00000105004,RP24-316D12.2,2,0,10,0,0,2
ENSMUSG00000105005,RP23-234A12.5,0,0,0,0,0,0
ENSMUSG00000105006,RP24-142B15.11,12,1,22,2,17,17
ENSMUSG00000105007,RP24-76K4.7,0,0,0,0,0,0
ENSMUSG00000105008,RP23-173N16.8,0,0,0,9,0,0
ENSMUSG00000105009,RP23-152K14.2,0,0,0,0,0,0
ENSMUSG00000105010,mmu-mir-219b,0,0,0,0,0,0
ENSMUSG00000105011,RP23-105B8.2,2,0,0,1,2,0
ENSMUSG00000105012,RP23-94M23.3,0,0,0,0,0,0
ENSMUSG00000105013,RP23-265M4.4,0,0,0,0,0,0
ENSMUSG00000105014,AL589651.1,0,0,0,0,0,0
ENSMUSG00000105015,RP23-100B7.1,0,0,0,0,0,0
ENSMUSG00000105016,RP23-27G7.2,0,0,0,0,0,0
ENSMUSG00000105017,RP24-155C13.6,161.94,23.48,28.66,3.98,275.69,49.01
ENSMUSG00000105018,RP24-102B13.5,287.32,114.58,163.45,310.57,285.85,0
ENSMUSG00000105019,RP23-337H1.2,0,0,1,0,0,0
ENSMUSG00000105020,RP24-478I4.1,0,0,0,0,0,0
ENSMUSG00000105021,RP24-275F18.1,0,2,4,0,0,2
ENSMUSG00000105022,RP23-151D16.2,2,6,7,26,11.73,4.05
ENSMUSG00000105023,RP24-303G10.2,0,0,0,0,0,0
ENSMUSG00000105024,RP23-424M12.5,0,0,0,0,0,0
ENSMUSG00000105025,U3,1.75,0.75,3.75,0,0,4.25
ENSMUSG00000105026,RP23-257I21.2,0,0,0,0,0,0
ENSMUSG00000105027,RP23-72O23.4,0,0,0,0,0,0
ENSMUSG00000105028,RP23-374P12.1,0,0,0,0,0,0
ENSMUSG00000105029,AC164538.1,0,0,0,0,0,0
ENSMUSG00000105030,mmu-mir-9768,0,0,0,0,0,0
ENSMUSG00000105031,Gm3511,0,0,0,0,0,0
ENSMUSG00000105032,RP24-224N3.4,0,0,0,0,0,0
ENSMUSG00000105033,RP23-24K16.2,4.82,2.48,9.09,2.88,9,5
ENSMUSG00000105034,RP23-223I2.2,0,0,0,0,0,0
ENSMUSG00000105035,RP24-499N1.1,0,0,0,0,0,0
ENSMUSG00000105036,RP23-343F16.2,0,0,0,0,0,0
ENSMUSG00000105037,ACEA,0,0,0,0,0,0
ENSMUSG00000105038,RP23-324H16.1,0,0,0,0,0,0
ENSMUSG00000105039,RP23-363M4.1,0,0,0,0,1,1
ENSMUSG00000105040,Ube2l3-ps1,0,2,0,0,6,0
ENSMUSG00000105041,RP23-10F17.3,0,0,0,0,0,0
ENSMUSG00000105042,RP23-443N7.7,1,0,0,0,3,1
ENSMUSG00000105043,Igkv1-108,0,0,0,0,0,0
ENSMUSG00000105044,RP23-396K22.4,0,6,0,1,3,5
ENSMUSG00000105045,Rpl9-ps8,0,0,0,1,0,1
ENSMUSG00000105046,AL929186.1,0,0,0,0,0,0
ENSMUSG00000105047,RP23-11P12.2,0,0,0,0,0,0
ENSMUSG00000105048,RP24-230J14.1,0,0,0,0,0,0
ENSMUSG00000105049,RP24-340K5.2,0,0,0,0,0,0
ENSMUSG00000105050,RP23-458G12.2,0,0,0,0,0,0
ENSMUSG00000105051,RP23-62K10.1,0,0,0,0,0,0
ENSMUSG00000105052,RP23-56M18.4,0,0,0,0,0,0
ENSMUSG00000105053,Ap4b1,0,28.35,0,0,32.27,0
ENSMUSG00000105054,RP24-373A18.2,0,0,0,0,0,0
ENSMUSG00000105055,RP23-218L17.3,11.17,20.88,20.13,38.48,3.59,20.38
ENSMUSG00000105056,RP23-307I19.6,0,0,0,0,0,0
ENSMUSG00000105057,RP23-71G16.7,0,0,0,0,0,0
ENSMUSG00000105058,RP23-113O9.3,0,0,0,0,8998.21,1228.51
ENSMUSG00000105059,RP24-258A20.1,0,0,0,0,0,0
ENSMUSG00000105060,snoZ196,0,0,0,0,0,0
ENSMUSG00000105061,RP23-452K12.18,0,0,0,0,0,0
ENSMUSG00000105062,RP23-114F4.3,0,0,0,0,0,0
ENSMUSG00000105063,RP23-137F6.5,2,0,0,0,0,0
ENSMUSG00000105064,AC131325.1,0,0,0,0,0,0
ENSMUSG00000105065,RP23-1B20.4,264.38,280.39,273.49,319.39,270.17,292.66
ENSMUSG00000105066,Iglj4,0,0,0,0,0,0
ENSMUSG00000105067,RP23-234G15.2,0,0,0,0,0,0
ENSMUSG00000105068,RP23-465J5.1,0,0,0,0,0,0
ENSMUSG00000105070,Trav3n-2,0,0,0,0,0,0
ENSMUSG00000105071,RP24-555M20.3,4,20,5.01,5,7,3
ENSMUSG00000105072,AC122428.1,0,0,0,0,0,0
ENSMUSG00000105073,RP23-117K10.1,0,0,0,0,0,0
ENSMUSG00000105074,RP24-354P12.2,0,0,0,0,0,0
ENSMUSG00000105075,Mark1-ps2,0,0,0,0,0,0
ENSMUSG00000105076,RP24-324L19.4,10,9,5,3,4,2
ENSMUSG00000105077,RP24-325G15.2,0,0,0,0,1,0
ENSMUSG00000105078,RP23-57P23.4,0,0,0,0,0,0
ENSMUSG00000105079,RP23-358D12.1,0,0,0,0,0,0
ENSMUSG00000105080,Trav7n-6,0,0,0,0,0,0
ENSMUSG00000105081,RP24-86E4.1,51.96,46.89,47.78,18.95,65.28,51.51
ENSMUSG00000105082,Aqp10-ps,0,0,0,0,0,0
ENSMUSG00000105083,RP23-333I5.9,0,0,0,0,0,0
ENSMUSG00000105084,RP24-529E15.3,0,0,2,3,0,0
ENSMUSG00000105085,RP24-333H9.2,0,0,0,0,0,0
ENSMUSG00000105086,RP23-79E5.4,0,0,0,0,0,0
ENSMUSG00000105087,RP24-560A18.2,0,0,1,0,0,2
ENSMUSG00000105088,RP23-409I5.3,0,0,0,0,0,0
ENSMUSG00000105089,RP23-415O9.1,0,0,0,0,0,0
ENSMUSG00000105090,Trav15-3,0,0,0,0,0,0
ENSMUSG00000105091,RP23-443N7.5,0,0,0,0,0,0
ENSMUSG00000105092,RP24-445D5.2,0,0,0,0,0,0
ENSMUSG00000105093,RP23-218K6.4,7,3,0,3,1,7
ENSMUSG00000105094,Obox4-ps10,0,0,0,0,0,0
ENSMUSG00000105095,RP23-111M12.3,13,5,6,12,12,18
ENSMUSG00000105096,Gbp10,0,0,0,1.19,0,0
ENSMUSG00000105097,RP24-292F8.2,0,0,0,0,0,0
ENSMUSG00000105098,AC099760.1,0,0,0,0,0,0
ENSMUSG00000105099,RP23-112C14.2,0,0,0,0,0,0
ENSMUSG00000105100,AL596185.1,0,0,0,0,0,0
ENSMUSG00000105101,RP23-423J10.7,0,0,0,0,0,0
ENSMUSG00000105102,RP24-481E4.4,4.96,0.62,0,0,3,0
ENSMUSG00000105103,RP24-565B3.5,2.77,0,4.99,0,0,1.28
ENSMUSG00000105104,RP23-182M12.2,0,0,0,1,0,0
ENSMUSG00000105105,RP23-195B3.4,0,0,2,0,0,0
ENSMUSG00000105106,RP23-143M9.2,0,0,0,0,0,0
ENSMUSG00000105107,RP23-214I6.4,13,7,9,18,24.79,19
ENSMUSG00000105108,RP24-155C13.8,0,0,0,0,145.35,65.63
ENSMUSG00000105109,AC034285.3,0,0,0.93,0,0,0
ENSMUSG00000105110,Igkv12-66,0,0,0,0,0,0
ENSMUSG00000105111,RP24-468O24.5,8,2,11,11,6,9
ENSMUSG00000105112,RP23-326H18.1,0,0,0,0,0,0
ENSMUSG00000105113,RP24-111L5.2,0,0,0,0,0,0
ENSMUSG00000105114,Amd-ps5,0,0,0,0,0,0
ENSMUSG00000105115,ACEA,0,0,0,3.25,7,0
ENSMUSG00000105116,AC157817.1,0,0,0,0,0,0
ENSMUSG00000105117,RP23-178N8.4,0,0,0,0,0,0
ENSMUSG00000105118,mmu-mir-3084-1,0,0,0,0,0,0
ENSMUSG00000105119,RP24-423L4.3,0,0,0,1,0,0
ENSMUSG00000105120,SCARNA4,0,0,0,0,0,0
ENSMUSG00000105121,RP23-43A4.1,0,0,0,0,0,0
ENSMUSG00000105122,CR589930.1,0,0,0,0,0,0
ENSMUSG00000105123,Ighv1-79,0,0,0,0,0,0
ENSMUSG00000105124,RP24-506B15.2,0,0,0,0,1,0
ENSMUSG00000105125,RP24-232H5.1,0,0,0,0,0,0
ENSMUSG00000105126,RP24-93M7.1,0,0,0,0,0,0
ENSMUSG00000105127,RP24-179L19.4,0,0,0,0,0,0
ENSMUSG00000105128,RP23-272P19.7,0,0,0,0,0,1
ENSMUSG00000105129,RP24-400H4.1,2,0,0,0,1,0
ENSMUSG00000105130,RP23-434H17.5,4,3,5,0,0,1
ENSMUSG00000105131,AC069308.1,0,0,0,0,0,0
ENSMUSG00000105132,RP24-461L18.7,0,0,0,0,0,0
ENSMUSG00000105133,BX813336.1,0,0,0,0,0,0
ENSMUSG00000105134,RP23-328P19.4,779.36,770.3,681.89,1540.49,1404.53,1271
ENSMUSG00000105135,RP23-418O21.3,49,32,39,20,49,25
ENSMUSG00000105136,RP24-188E19.3,0,0,0,0,0,0
ENSMUSG00000105137,RP23-267O21.4,13,7,5,5,5,4
ENSMUSG00000105138,mmu-mir-6964,0,0,0,0,0,0
ENSMUSG00000105139,RP23-288B16.4,17,29,18,18,22,10
ENSMUSG00000105140,RP23-265F20.14,0,5,0,0,0,0
ENSMUSG00000105141,RP23-451E8.8,0,0,0,0,0,0
ENSMUSG00000105142,mmu-mir-7214,0,0,0,0,0,0
ENSMUSG00000105143,RP23-187K3.1,0,0,0,0,0,0
ENSMUSG00000105144,RP23-204O17.2,0,1,0,0,0,0
ENSMUSG00000105145,AC157822.1,0,0,0,0,0,0
ENSMUSG00000105146,RP24-267M11.2,0,0,0,0,0,0
ENSMUSG00000105147,Ckb-ps1,0,0,0,0,0,0
ENSMUSG00000105148,RP23-314M6.1,0,0,0,0,0,0
ENSMUSG00000105149,RP24-230J14.9,1,0,0,3,0,0
ENSMUSG00000105150,RP24-194F23.5,0,0,0,0,0,0
ENSMUSG00000105151,RP23-191N23.1,0,0,0,0,0,0
ENSMUSG00000105152,RP23-156K23.4,0,1,0,0,0,0
ENSMUSG00000105153,RP23-423J10.4,0,0,0,0,0,0
ENSMUSG00000105154,RP23-413C3.1,0,0,0,0,0,0
ENSMUSG00000105155,RP24-235L14.3,6,0,4,24.05,14.04,11
ENSMUSG00000105156,RP23-258C13.1,0,0,0,1,1,5
ENSMUSG00000105157,RP23-412L2.1,0,0,0,0,0,0
ENSMUSG00000105158,RP24-543J12.2,0,0,0,0,0,0
ENSMUSG00000105159,RP24-447O5.2,0,0,0,0,0,0
ENSMUSG00000105160,RP23-272P19.10,0,0,0,0,0,0
ENSMUSG00000105161,RP23-393E10.2,41,32,53,50,20,26
ENSMUSG00000105162,RP23-62L19.6,0,0,0,0,0,0
ENSMUSG00000105163,RP24-76K4.1,0,0,0,0,0,0
ENSMUSG00000105164,AL845373.1,0,0,0,0,0,0
ENSMUSG00000105165,mmu-mir-7686,0,0,0,0,0,0
ENSMUSG00000105166,RP24-140K12.4,9,28.77,37,40.61,15,12.56
ENSMUSG00000105167,AC161199.1,0,0,0,0,0,0
ENSMUSG00000105168,RP24-291E8.4,0,0,0,0,0,0
ENSMUSG00000105169,AC149064.1,0,0,0,0,0,0
ENSMUSG00000105170,RP24-314I8.3,0,0,0,0,0,2
ENSMUSG00000105171,RP24-341O14.3,0,0,0,0,0,0
ENSMUSG00000105172,CH36-12I15.4,0,0,0,0,0,0
ENSMUSG00000105173,RP23-193C5.3,0,0,0,0,0,0
ENSMUSG00000105174,RP24-456F12.2,0,0,0,0,0,0
ENSMUSG00000105175,RP23-316M11.8,0,0,0,0,0,0
ENSMUSG00000105176,RP23-418O21.5,90,71,95.34,92.43,73,68
ENSMUSG00000105177,RP23-424M12.7,0,0,0,0,0,0
ENSMUSG00000105178,mmu-mir-376a,0,0,0,0,0,0
ENSMUSG00000105179,RP23-18K20.3,10,4,14,11,4,3
ENSMUSG00000105180,RP24-221D2.1,0,0,0,0,0,0
ENSMUSG00000105181,RP23-313F5.1,0,2,12,4,0,4
ENSMUSG00000105182,mmu-mir-669a-4,0,0,0,0,0,0
ENSMUSG00000105183,RP24-448C16.9,0,0,0,0,0,0
ENSMUSG00000105184,RP23-219K16.1,0,0,0,0,0,0
ENSMUSG00000105185,RP23-77E18.3,0,0,0,0,0,0
ENSMUSG00000105186,RP23-317I8.1,1,0,0,1,0,1
ENSMUSG00000105187,SNORA43,0,0,0,0,0,0
ENSMUSG00000105188,RP23-46J11.5,0,0,0,0,0,0
ENSMUSG00000105189,RP24-332C17.4,0,0,0,0,0,0
ENSMUSG00000105190,RP24-257N6.1,0,0,0,0,0,0
ENSMUSG00000105191,RP24-421E18.9,0,0,0,0,0,0
ENSMUSG00000105192,RP23-67B9.5,0,0,0,0,0,0
ENSMUSG00000105193,RP23-37G13.3,0,0,0,0,0,0
ENSMUSG00000105194,RP23-371K2.5,0,0,0,0,0,0
ENSMUSG00000105195,RP24-503L4.2,0,0,0,0,0,0
ENSMUSG00000105196,mmu-mir-142a,0,0,0,0,0,0
ENSMUSG00000105197,RP23-461P7.2,0,0,0,0,0,0
ENSMUSG00000105198,RP23-158A20.7,14,6,7,14,9,4
ENSMUSG00000105199,RP23-38L11.1,12,9,1,5,12,10
ENSMUSG00000105200,mmu-mir-378a,0,0,0,0,0,0
ENSMUSG00000105201,RP24-68G17.3,36,65,47,51,57,40
ENSMUSG00000105202,RP23-50E10.5,0,1,0,0,0,0
ENSMUSG00000105203,RP24-255E8.1,0,2.04,2.21,1.03,0,0
ENSMUSG00000105204,RP24-394C15.7,0,2.58,2.97,5.05,0,5.16
ENSMUSG00000105205,AL844846.1,0,0,0,0,0,0
ENSMUSG00000105206,RP23-158A20.2,1,0,0,1,3,3
ENSMUSG00000105207,RP23-324P1.1,2824.65,2778.32,2487.48,4297.02,3023.68,3158.26
ENSMUSG00000105208,RP24-190F20.3,0,0,0,0,0,0
ENSMUSG00000105209,RP24-455A5.3,0,0,0,0,0,0
ENSMUSG00000105210,mmu-mir-3544,0,0,0,0,0,0
ENSMUSG00000105211,AC125167.1,0,0,0,0,0,0
ENSMUSG00000105212,RP23-286C5.2,1,7,2,2,3,1
ENSMUSG00000105213,RP23-106N8.2,0,0,0,0,0,0
ENSMUSG00000105214,AC166159.1,0,0,0,0,0,0
ENSMUSG00000105215,CT010456.1,0,0,0,0,0,0
ENSMUSG00000105216,Traj47,0,0,0,0,0,0
ENSMUSG00000105217,RP23-10D15.2,1,1,8,2,4,1
ENSMUSG00000105218,RP23-438O22.1,0,0,0,0,0,0
ENSMUSG00000105219,RP24-537K9.3,0,0,0,0,0,0
ENSMUSG00000105220,mmu-mir-497a,0,0,0,0,0,0
ENSMUSG00000105221,RP24-341P14.2,0,0,0,0,0,0
ENSMUSG00000105222,RP24-277H8.3,0,0,0,0,0,0
ENSMUSG00000105223,RP23-397C5.2,0,0,0,0,0,0
ENSMUSG00000105224,RP24-496C22.4,0,0,0,0,0,0
ENSMUSG00000105225,RP23-292P14.1,0,0,0,0,0,0
ENSMUSG00000105226,RP24-275F18.4,0,0,0,4,0,1
ENSMUSG00000105227,RP23-455A10.1,0,0,0,0,0,0
ENSMUSG00000105228,RP23-180G16.2,3.89,0,0,2,1.12,3
ENSMUSG00000105229,RP24-559G13.2,0,0,0,0,0,4
